brocade.id,ResourceID,card,order,Acquisition Note,Registration Number value,Archive Note,Location Number,Serial Number,adm.note,adm.note.language,adm.note.type
tg:lhbr:165262,eaf2fb70-531f-52ff-be97-05bdf35deae9,Items,1,tr:lh:6533,160839,isad:lh:67428,S 8531 / B,,,Nederlands,remarks
tg:lhbr:294388,c1b131da-6baf-55d0-9d14-1448881c387a,Items,1,,,isad:lh:181368,,B 9325 / 418,,Nederlands,remarks
tg:lhbr:227044,0c871239-d464-5060-a412-d3928e3bbf49,Items,1,tr:lh:7336,186429/6c,isad:lh:81905,S 59 / Archief C,,,Nederlands,remarks
tg:lhbr:271624,ec0b0f09-aa36-5f56-b5b4-83d40e68cae4,Items,1,,,isad:lh:147868,,W 213 / 147,,Nederlands,remarks
tg:lhbr:14774,f4289091-8152-529b-8aee-a6cb9c1f22ad,Items,1,tr:lh:4743,92032/11,isad:lh:8225,B 708 / B,,,Nederlands,remarks
tg:lhbr:42114,eeda029a-580e-524d-9a9b-c859216ad12f,Items,1,tr:lh:6036,133686/5a-c,isad:lh:19717,D 2195 / B,,,Nederlands,remarks
tg:lhbr:89010,ac7fa9d6-96c7-59e2-b399-3f0d50d7043c,Items,1,tr:lh:4745,91752/2,isad:lh:38130,L 326 / B,,,Nederlands,remarks
tg:lhbr:119840,1105081a-481a-5f5d-b5ba-a2a091408f58,Items,1,tr:lh:5400,105849/63,isad:lh:50930,R 231 / B,,,Nederlands,remarks
tg:lhbr:291470,056374c9-683d-5615-983c-31ca42fc6e17,Items,1,,,isad:lh:173593,,R 5419 / 266,,Nederlands,remarks
tg:lhbr:69244,35194d4c-aeb2-5828-90ff-54febd10fa2d,Items,1,tr:lh:5778,119712/149,isad:lh:1111,V 37336 / B2 (Oorlogsdossier),,,Nederlands,remarks
tg:lhbr:225079,53a76530-be96-5b07-8a71-614190aae8ee,Items,1,tr:lh:4529,87557/45,isad:lh:81245,H 546 / B2,,,Nederlands,remarks
tg:lhbr:16749,eb1f052a-6188-58b0-acad-c489993f3a83,Items,1,tr:lh:6086,138959/1,isad:lh:8960,B 742 / B (4),,,Nederlands,remarks
tg:lhbr:101089,8edf953f-ff6e-5aa2-a2c5-252326268ff3,Items,1,tr:lh:580,12920,isad:lh:42896,M 704 / B,,,Nederlands,remarks
tg:lhbr:40129,db7203e5-76e0-56db-9be3-0cb538918bde,Items,1,tr:lh:6415,153520/1,isad:lh:18920,D 125 / B,,,Nederlands,remarks
tg:lhbr:258549,18464698-d119-51c0-85f8-3f7376659e1e,Items,1,tr:lh:9770,,isad:lh:147931,,J 416 / 68,,Nederlands,remarks
tg:lhbr:179241,64516f26-f79a-5267-9751-64a358f5442c,Items,1,tr:lh:7063,177316/364,isad:lh:71712,D 125 / B2,,,Nederlands,remarks
tg:lhbr:152111,a66b792e-86ff-56ab-a8cb-41a3a8b3e5e5,Items,1,,145131/90a-b,,R 6444 / B,,,Nederlands,remarks
tg:lhbr:199015,df89a210-a674-5d65-99eb-20586b705806,Items,1,tr:lh:5678,114682/64,isad:lh:74082,T 48399 / B (1960),,,Nederlands,remarks
tg:lhbr:104771,a9cdc3b1-01f1-5a70-8318-16233518cb50,Items,1,tr:lh:2046,39549/215,isad:lh:44357,M 896 / B,,,Nederlands,remarks
tg:lhbr:220781,3b1d4899-a78b-5942-9e9e-f563498b2e42,Items,1,tr:lh:7870,211235/14a-b,isad:lh:79545,S 59 / Archief B,,,Nederlands,remarks
tg:lhbr:95199,99df2a06-86d5-547e-8e44-41018c52f1b4,Items,1,tr:lh:3672,71071/252,isad:lh:40578,M 2242 / B,,,Nederlands,remarks
tg:lhbr:182659,6d4e3432-29af-5f03-a25d-ad2a24215b59,Items,1,tr:lh:6714,166492/5,isad:lh:72483,L 777 / B1,,,Nederlands,remarks
tg:lhbr:221939,5e996b0d-df9f-5a2f-b66e-68f61117f584,Items,1,tr:lh:6895,170767/11,isad:lh:80248,B 413 / B (Dossier Maurice Gilliams),,,Nederlands,remarks
tg:lhbr:44869,3299d188-349d-5edd-af7a-4eb1b23327d7,Items,1,tr:lh:4397,84643/138a-b,isad:lh:20812,D 3505 / B,,,Nederlands,remarks
tg:lhbr:215565,1d9b6f3a-eaff-58cd-9004-3f1ee34974ff,Items,1,,,isad:lh:78313,M 224 / B,,,Nederlands,remarks
tg:lhbr:156851,baf548a9-4eba-5b54-ab5d-805b00c0c749,Items,1,tr:lh:4279,82941/22,isad:lh:64530,W 144 / B,,,Nederlands,remarks
tg:lhbr:288201,4cbf17f9-801b-5ac2-af17-8463007cedfa,Items,1,tr:lh:5479,107680,,,H 1476 / 172,,Nederlands,remarks
tg:lhbr:243305,5f965a59-9308-5d30-ab55-e5b1174feaf5,Items,1,tr:lh:126473,,isad:lh:130165,,D 9653 / 11 (76),,Nederlands,remarks
tg:lhbr:26255,6afd6e23-1066-5f58-bff9-8603f39f3b07,Items,1,tr:lh:7314,,isad:lh:12769,FVCA / B (1919-1932),,,Nederlands,remarks
tg:lhbr:131595,99f22383-54d0-576c-92e8-6850912e190f,Items,1,tr:lh:4798,95614/197,isad:lh:5143,N 1725 / B2 (18),,,Nederlands,remarks
tg:lhbr:70435,046dce13-1019-5d0b-b377-b47b1992248c,Items,1,tr:lh:5078,100573/32,isad:lh:31769,C 3592 / B2,,,Nederlands,remarks
tg:lhbr:268055,b0bbfdc0-1cff-5c78-b7d3-26c971f99c2f,Items,1,tr:lh:126473,,isad:lh:153945,, D 9653 / 41 (68),,Nederlands,remarks
tg:lhbr:90661,cfae318e-62e5-5b4b-8843-0789cbda3953,Items,1,tr:lh:6004,132212/1,isad:lh:23822,R 512 / B,,,Nederlands,remarks
tg:lhbr:217558,5303ec0e-1ed9-5e2e-94ee-5c40d11b27fd,Items,1,tr:lh:6961,173935,isad:lh:79031,DD 111 / B,,,Nederlands,remarks
tg:lhbr:241338,54bc7387-4d2a-5a88-8a26-dbea9488da41,Items,1,tr:lh:110434,,isad:lh:125874,,C 2756 / 438,,Nederlands,remarks
tg:lhbr:24268,a3cfef9a-69f3-5652-87ce-c4b3ee6a579f,Items,1,tr:lh:2621,51558/5a-b,isad:lh:12046,C 142 / B,,,Nederlands,remarks
tg:lhbr:72408,2296fe48-1898-533b-9c5f-15829269dadb,Items,1,tr:lh:6086,139085/117,isad:lh:7507,B 742 / B (46),,,Nederlands,remarks
tg:lhbr:59758,3cfe1045-f1ac-5974-aa27-d85ab4248c67,Items,1,tr:lh:718,13556,isad:lh:26495,G 413 / B,,,Nederlands,remarks
tg:lhbr:180664,05f050bd-1411-592a-9c8e-e1850b74e3d7,Items,1,tr:lh:7063,177316/568,isad:lh:72091,D 125 / B2,,,Nederlands,remarks
tg:lhbr:160430,bb7f1811-9f17-5e40-a25e-5df8a3336079,Items,1,tr:lh:4777,94122/2,isad:lh:65785,W 973 / B,,,Nederlands,remarks
tg:lhbr:136250,227a6326-2185-5094-afa6-23ed9d210efe,Items,1,tr:lh:1693,30935/24,isad:lh:56813,T 37724 / B2,,,Nederlands,remarks
tg:lhbr:46854,819004d5-7234-5918-a0c1-814604418a90,Items,1,tr:lh:2852,56449/6,,D 563 / B,,,Nederlands,remarks
tg:lhbr:47746,ff34a9d2-bfb1-5624-bea8-1186ebf45058,Items,1,tr:lh:582,11364/78,isad:lh:21922,D 822 / B,,,Nederlands,remarks
tg:lhbr:11126,ca9941b4-63c3-5dcf-af7e-f9ea0a11d349,Items,1,tr:lh:5936,129846/537b,isad:lh:6515,G 102 / B (Tentoonstelling 25),,,Nederlands,remarks
tg:lhbr:150086,d15fc781-4a40-5985-ac44-ff2b4dfd412b,Items,1,tr:lh:4587,87989/2a-b,isad:lh:62229,V 42 / B,,,Nederlands,remarks
tg:lhbr:274076,0c16c0d8-58fa-5983-8b5c-bceb8cb7f0f2,Items,1,,,isad:lh:148051,,W 213 / 261,,Nederlands,remarks
tg:lhbr:222616,52fad6e2-eac3-5a77-a327-cd1bfceb65da,Items,1,tr:lh:7601,198956/1,isad:lh:80420,G 9947 / B1,,,Nederlands,remarks
tg:lhbr:209546,c1d960bb-8776-54c2-b36a-abb15c0038ab,Items,1,tr:lh:6413,151995/6,isad:lh:77114,W 256 / B2 ((periode L. Simons 1969-1984) 22),,,Nederlands,remarks
tg:lhbr:181976,5750a6eb-1acd-5e3e-b0b1-2c908bfd38cc,Items,1,tr:lh:6883,170348/1a-c,isad:lh:72300,L 27435 / B2,,,Nederlands,remarks
tg:lhbr:294222,fd05a65b-c8dd-50d3-b3cb-56592ff43df4,Items,1,,,isad:lh:53656,,T 433 / 28,,Nederlands,remarks
tg:lhbr:9005,c85c6e10-1146-56bd-9894-fcbbb684447f,Items,1,tr:lh:2718,53797/1,,B 417 / B,,,Nederlands,remarks
tg:lhbr:91973,f7e6289f-afec-51b8-a7f8-e0acf7a3406c,Items,1,tr:lh:6203,143787/81-82,isad:lh:39296,T 4045 / B2,,,Nederlands,remarks
tg:lhbr:101123,26f7fd7f-b180-5360-af2a-1b4701bff040,Items,1,tr:lh:6739,167006/74,isad:lh:5557,L 613 / B2 (B),,,Nederlands,remarks
tg:lhbr:40083,cb7f0cd1-8ca8-5a17-ad78-55acee9416d8,Items,1,tr:lh:5836,122536/a-b,isad:lh:18893,D 125 / B,,,Nederlands,remarks
tg:lhbr:157743,5b3f7da5-adab-5172-9af6-b99dbf62e4b1,Items,1,tr:lh:5630,112913/856,isad:lh:555,K 376 / B (Deel II),,,Nederlands,remarks
tg:lhbr:1435,6abd45ca-2469-58c6-9315-46a91c8abb41,Items,1,tr:lh:651,12668/603,isad:lh:1317,"H 90783 / B (Boek III, 1)",,,Nederlands,remarks
tg:lhbr:174023,aea1ad44-5c50-558c-97a0-33233d94e28b,Items,1,tr:lh:7209,179341/45,isad:lh:70344,R 71164 / B2,,,Nederlands,remarks
tg:lhbr:35183,25de75bb-6c2f-5f8d-9d9d-9d25ec7d355c,Items,1,,,isad:lh:16676,C 349 / B,,,Nederlands,remarks
tg:lhbr:122643,082235aa-9a90-5ba4-bbe0-90845be4e01d,Items,1,tr:lh:5778,119337/1,isad:lh:52005,R 5845 / B,,,Nederlands,remarks
tg:lhbr:109513,21f643d7-62fb-503d-ad8d-ad39b037a72b,Items,1,,,isad:lh:46466,O 3346 / B,,,Nederlands,remarks
tg:lhbr:281923,34b678d1-813f-504f-857b-3f78d9384ecf,Items,1,,,isad:lh:161993,,L 1833 / 133,,Nederlands,remarks
tg:lhbr:194277,9183aa98-6fbf-5e6e-ae36-c66f6b3957f6,Items,1,tr:lh:7542,198136/6,isad:lh:74488,I 353 / B2,,,Nederlands,remarks
tg:lhbr:84272,52353f0b-435f-59ad-8e43-72df1839c92a,Items,1,tr:lh:5604,121873/1441,isad:lh:36518,B 1333 / B2,,,Nederlands,remarks
tg:lhbr:19516,1f5f9f99-cfcd-58d0-a6df-9acc847ac9b6,Items,1,tr:lh:2939,59370/635,isad:lh:10043,B 864 / B,,,Nederlands,remarks
tg:lhbr:201176,1e4cdaa5-c22a-515f-8f1d-4473316871f7,Items,1,,,isad:lh:75229,T 48399 / B (1969),,,Nederlands,remarks
tg:lhbr:257716,437f1e65-b5da-5bc2-b42a-e961153acb6e,Items,1,tr:lh:7721,,isad:lh:147087,P 505 / B2,,,Nederlands,remarks
tg:lhbr:32646,c0b11747-30fb-5ce1-b15e-4f5c063339db,Items,1,tr:lh:5248,103354/304,isad:lh:4616,F 2771 / B (1967-1968),,,Nederlands,remarks
tg:lhbr:125186,b381a29f-b987-5426-a069-12ebdff2a33b,Items,1,tr:lh:6465,158582/152,isad:lh:1681,S 7904 / B2 (1956),,,Nederlands,remarks
tg:lhbr:64026,54c352a7-1616-5bf9-90f3-9302c6108625,Items,1,tr:lh:2317,44017/129,isad:lh:29395,V 3759 / B,,,Nederlands,remarks
tg:lhbr:249708,b07a869b-37a5-573f-9815-9c7d72f944e9,Items,1,tr:lh:110434,,isad:lh:142027,,C 2756 / 443,,Nederlands,remarks
tg:lhbr:51368,4eb37591-09d3-5174-a034-3b9e7f691d6c,Items,1,tr:lh:5800,120811/2,isad:lh:23360,E 373 / B,,,Nederlands,remarks
tg:lhbr:262458,cd18ca03-3b40-5d1a-b0ff-94d4ccb8f8c2,Items,1,tr:lh:140031,,isad:lh:150327,P 3455 / B,,,Nederlands,remarks
tg:lhbr:234238,f66c7ff8-9850-5d16-8a08-8379c651584f,Items,1,tr:lh:9767,217989/911,isad:lh:83861,Y 2 / B2,,,Nederlands,remarks
tg:lhbr:33954,9c9e5383-c0cb-576d-a720-33e10fecd8a1,Items,1,tr:lh:5853,124058/1,isad:lh:16231,P 79745 / B,,,Nederlands,remarks
tg:lhbr:256804,06429991-13e9-53a8-8a19-db7dbfe7826e,Items,1,tr:lh:9770,,isad:lh:146878,,J 416 / 61,,Nederlands,remarks
tg:lhbr:54490,12c90157-acf6-5f53-b291-e39452361e55,Items,1,tr:lh:4817,95910/2,isad:lh:24560,F 4776 / B,,,Nederlands,remarks
tg:lhbr:188254,73c51e7e-94ff-5d3a-9878-ce4a58e89015,Items,1,tr:lh:3772,72465/175,isad:lh:73690,T 48399 / B (1953),,,Nederlands,remarks
tg:lhbr:143350,fa629e87-6899-5c6e-8ccd-e6ec9ac48f95,Items,1,,,isad:lh:59586,T 37468 / B,,,Nederlands,remarks
tg:lhbr:168000,a2db0ab1-76c1-5ac9-8263-c07ddaab9aac,Items,1,tr:lh:5863,124400/809,isad:lh:68472,S 823 / B,,,Nederlands,remarks
tg:lhbr:31969,661e9814-ef33-5f0b-8842-1d1fb295b5a5,Items,1,tr:lh:4739,90998/8,isad:lh:15515,L 91 / B,,,Nederlands,remarks
tg:lhbr:254839,b277c5ae-4b30-5ac3-add2-d3cd49d63c9a,Items,1,tr:lh:9770,,isad:lh:145558,,J 416 / 53,,Nederlands,remarks
tg:lhbr:78005,f14c849b-272f-551c-a662-8cb41d676d01,Items,1,tr:lh:4738,90914/4,isad:lh:34338,I 2045 / B,,,Nederlands,remarks
tg:lhbr:280631,3feece91-2319-5bc6-b0fd-19d7c5353f25,Items,1,tr:lh:7843,202504/60a-b,isad:lh:160783,,D 325 / 770,,Nederlands,remarks
tg:lhbr:98251,fbf443f7-ff89-50ec-8b9e-3b2839390d0b,Items,1,tr:lh:5895,126720/2,isad:lh:41797,M 458 / B,,,Nederlands,remarks
tg:lhbr:53355,4d5c3cbb-3f47-54ba-864f-38de778b30cf,Items,1,tr:lh:5630,112913/630,isad:lh:24150,F 401 / B,,,Nederlands,remarks
tg:lhbr:144495,acc96892-12d2-5b2d-abad-91fab86e1142,Items,1,tr:lh:4393,84594/2,isad:lh:60066,T 433 / B,,,Nederlands,remarks
tg:lhbr:260465,c78ce546-f8a6-5ff1-b299-1da63cdcd52d,Items,1,tr:lh:9770,,isad:lh:149023,,J 416 / 76,,Nederlands,remarks
tg:lhbr:123951,7030f4fd-f5e1-5c80-a622-f9235a353ce0,Items,1,tr:lh:7314,,isad:lh:52507,FVCA / B2 (1940-1944),,,Nederlands,remarks
tg:lhbr:236205,f8b28248-9982-5f0b-9f9f-77fb3cde0125,Items,1,tr:lh:9845,218301/613,isad:lh:84598,V 3417 / B2,,,Nederlands,remarks
tg:lhbr:278956,1841427a-c955-58a9-b504-d41827438946,Items,1,tr:lh:9630,,isad:lh:158704,,C 243 / B 2,,Nederlands,remarks
tg:lhbr:110732,9a199225-1bd5-54df-b493-649db24e2c2f,Items,1,tr:lh:4736,90140/17,isad:lh:47080,O 345 / B,,,Nederlands,remarks
tg:lhbr:51692,502aba61-e5a8-5550-b19c-15d1ab0a4ad6,Items,1,tr:lh:3455,68036,isad:lh:23499,E 398 / B,,,Nederlands,remarks
tg:lhbr:7918,789ad3ad-5a03-586e-a26f-0a7ab28d4c80,Items,1,,,isad:lh:4972,B 296 / B,,,Nederlands,remarks
tg:lhbr:5925,11b5801f-d8c7-5442-9d0a-b52119d4d2b9,Items,1,tr:lh:2213,42423,isad:lh:3912,B 1333 / B,,,Nederlands,remarks
tg:lhbr:265667,32c56b81-a0e5-521f-bd34-ddb85e94dec4,Items,1,tr:lh:128783,,isad:lh:133228,,R 462 / 1180,,Nederlands,remarks
tg:lhbr:233007,f43735e6-a895-5707-8e2b-be3d551ddf71,Items,1,tr:lh:7841,202471/12,,B 363 / B1,,,Nederlands,remarks
tg:lhbr:56157,5a92165d-9f8b-5bb3-939d-ade6c6620452,Items,1,tr:lh:5900,127012/1,isad:lh:25173,G 341 / B,,,Nederlands,remarks
tg:lhbr:141697,b8807215-0f3d-532d-bbd5-655bf6678473,Items,1,,140677,isad:lh:5288,L 1862 / B (Brievenboek),,,Nederlands,remarks
tg:lhbr:218357,a0ba73bb-ff9e-5cd0-b91f-6db3e364ce28,Items,1,tr:lh:7336,186834/3a-b,isad:lh:79318,S 59 / A,,,Nederlands,remarks
tg:lhbr:285433,51fae840-0489-5b98-980f-0c5fad83460b,Items,1,tr:lh:9500,,isad:lh:164265,,B 805 / 16,,Nederlands,remarks
tg:lhbr:35479,1c38fa41-fe82-52d5-a021-d2b6c0998f1c,Items,1,tr:lh:5832,123149,isad:lh:2697,C 416 / B (1980),,,Nederlands,remarks
tg:lhbr:4637,9a12b12d-37b0-59e8-a8ca-df4c810f1fbf,Items,1,tr:lh:5834,122692,isad:lh:3186,B 1333 / B,,,Nederlands,remarks
tg:lhbr:63219,de4eddfd-31f3-5e72-be74-b656c649445b,Items,1,tr:lh:5863,126105/2,isad:lh:28746,V 75795 / B,,,Nederlands,remarks
tg:lhbr:206349,721fb825-5848-5ab7-aa06-7e10662c90e8,Items,1,tr:lh:6409,150749/1,isad:lh:75958,W 256 / B2 ((periode A. Westerlinck 1945-1968) 7),,,Nederlands,remarks
tg:lhbr:250529,325686eb-2b89-5cec-a96c-2e8c1d8884db,Items,1,tr:lh:3456,68176 / 914,isad:lh:143166,A 493 / B2,,,Nederlands,remarks
tg:lhbr:48149,ec16e116-2177-5ea5-915d-e48c70e8a37f,Items,1,tr:lh:9797,157815/20,isad:lh:22086,H 116 / B,,,Nederlands,remarks
tg:lhbr:191075,31b03eab-c651-5780-ab82-49cb17ef00aa,Items,1,tr:lh:5678,114683/115,isad:lh:74135,T 48399 / B (1961),,,Nederlands,remarks
tg:lhbr:140985,14d618bc-f914-5b64-82cd-a7de44a06120,Items,1,,145131/84a-b,,R 6444 / B,,,Nederlands,remarks
tg:lhbr:171221,a03dffa5-3ae5-5818-a742-2391d799f1f7,Items,1,tr:lh:7128,177926/5,isad:lh:26267,D 1186 / B2,,,Nederlands,remarks
tg:lhbr:30381,a4fd026d-5b2e-598a-85ce-cdc124552f03,Items,1,tr:lh:7314,,isad:lh:14821,FVCA / B (1933-1940),,,Nederlands,remarks
tg:lhbr:127441,f54211de-57fd-5f8e-8969-00c36f80b2fd,Items,1,tr:lh:5644,113220/5,isad:lh:983,F 162 / B,,,Nederlands,remarks
tg:lhbr:264975,4f6c1c1b-df89-5bac-8aad-addb663433d1,Items,1,tr:lh:126473,,isad:lh:130194,,D 9653 / 26 (22b),,Nederlands,remarks
tg:lhbr:84788,6e852937-85e8-5d4e-966a-c0995b095435,Items,1,tr:lh:403,8105,isad:lh:36707,K 955 / B,,,Nederlands,remarks
tg:lhbr:193048,1b1709c1-f1bf-5fa9-a564-73d124529cc5,Items,1,,163830/38,isad:lh:74327,G 395 / B2,,,Nederlands,remarks
tg:lhbr:266948,d78d313b-a04f-52ad-97a0-5d82c8e7f64c,Items,1,tr:lh:128783,,isad:lh:132998,,R 462 / 1041,,Nederlands,remarks
tg:lhbr:37444,7ecd7420-71e9-59a7-8ebc-8a5e7731300e,Items,1,tr:lh:2319,44611/8,isad:lh:17701,C 3623 / B,,,Nederlands,remarks
tg:lhbr:120384,7b284dfe-5840-5f08-8a9e-85793be58ca7,Items,1,tr:lh:7314,,isad:lh:51079,FVCA / B2 (1940-1944),,,Nederlands,remarks
tg:lhbr:61224,82d456b8-d6d9-5dd9-bd34-44153e11e412,Items,1,,,isad:lh:27119,G 563 / B,,,Nederlands,remarks
tg:lhbr:204374,996fa51e-6a49-5c93-8634-052d20db24d4,Items,1,tr:lh:5678,114697/175,isad:lh:75515,T 48399 / B (1975),,,Nederlands,remarks
tg:lhbr:111820,6ca2d6d9-80ad-59d7-9fdf-1f9df3ac9bf1,Items,1,tr:lh:6099,140072/1,isad:lh:47535,M 386 / B2,,,Nederlands,remarks
tg:lhbr:50980,b6e45f62-1ca6-521e-b5b8-4cbfef7d572d,Items,1,tr:lh:2046,39574/19,isad:lh:23185,E 2985 / B,,,Nederlands,remarks
tg:lhbr:252514,89faae0e-8177-57a0-9e4c-f2656185cba9,Items,1,tr:lh:4326,71659,isad:lh:144107,A 493 / B2,,,Nederlands,remarks
tg:lhbr:81070,3abe82d5-faef-58ae-b7a7-78a8d59a2fa3,Items,1,tr:lh:651,12668/615a-b,isad:lh:1317,"H 90783 / B (Boek III, 1)",,,Nederlands,remarks
tg:lhbr:279644,393839d1-9588-5b22-9dfe-4e3f9f557019,Items,1,tr:lh:9630,,isad:lh:159739,,C 243 / B 2,,Nederlands,remarks
tg:lhbr:213848,34449084-cf34-5af8-a819-6ccf2b1a120d,Items,1,tr:lh:7609,199067/26,isad:lh:40580,M 224 / B,,,Nederlands,remarks
tg:lhbr:291020,2dd17361-da9c-5d5a-b086-bf4f36c3bb7a,Items,1,,,isad:lh:172237,,D 1175 / 1,,Nederlands,remarks
tg:lhbr:69614,548ad015-4884-5558-9953-7f806e3d7473,Items,1,tr:lh:3672,71071/196,isad:lh:31535,H 383 / B,,,Nederlands,remarks
tg:lhbr:271274,f0680862-0b31-59b3-8985-00bd4051e8bc,Items,1,tr:lh:110330,,isad:lh:114219,,R 8963 / 559,,Nederlands,remarks
tg:lhbr:164920,64477712-a5ce-553b-97c3-b4087bce2cd4,Items,1,tr:lh:3398,67150/2,isad:lh:67282,C 204102 / B,,,Nederlands,remarks
tg:lhbr:25880,901f7282-4eaa-5436-8a58-584abbd3cb55,Items,1,tr:lh:7314,,isad:lh:12552,FVCA / B (1919-1932),,,Nederlands,remarks
tg:lhbr:227414,d0a10f12-60e5-5612-81da-772910e692fc,Items,1,tr:lh:7336,187005/11,isad:lh:81960,S 59 / Archief P,,,Nederlands,remarks
tg:lhbr:400,391fddcd-1bef-5088-b7ab-a042e15e7ebb,Items,1,tr:lh:2500,49183/221,isad:lh:486,B 6455 / B2 (Brievenboek),,,Nederlands,remarks
tg:lhbr:42544,d1b0e743-3a27-5154-8d9e-8873cbf06567,Items,1,tr:lh:5641,113120/17,isad:lh:19858,M 6222 / B,,,Nederlands,remarks
tg:lhbr:89440,9dc55bb1-38f3-5c46-b5b8-fe2f221e96ce,Items,1,tr:lh:7314,,isad:lh:38277,FVCA / B2 (1940-1944),,,Nederlands,remarks
tg:lhbr:14324,8975fb5f-8056-5021-8401-f420cd743436,Items,1,tr:lh:4513,86827/18,,B 708 / B,,,Nederlands,remarks
tg:lhbr:155284,201f5dd2-908f-59dc-98b0-808fa4ec4351,Items,1,tr:lh:6268,145651/4,isad:lh:63980,DD 59 / B2,,,Nederlands,remarks
tg:lhbr:258119,f570565d-e4b0-5c77-bca4-981a5bb51333,Items,1,tr:lh:9770,,isad:lh:147406,,J 416 / 66,,Nederlands,remarks
tg:lhbr:273249,5895d8cc-5e69-5b48-93df-adc27d9a9c40,Items,1,tr:lh:110330,,isad:lh:115105,,R 8963 / 835,,Nederlands,remarks
tg:lhbr:225429,9bd0dc1f-447b-58e8-8be2-0a5eb8f3239f,Items,1,tr:lh:7336,186857/40,isad:lh:81327,S 59 / Archief N,,,Nederlands,remarks
tg:lhbr:40579,ea520053-37d5-5790-9f5a-6de2e3322d56,Items,1,tr:lh:9964,28614/9,isad:lh:19139,P 15 / B,,,Nederlands,remarks
tg:lhbr:16319,3b077f76-621b-5fc6-a7e5-48bde84205d6,Items,1,tr:lh:5650,113966/5,isad:lh:8848,K 174 / B2,,,Nederlands,remarks
tg:lhbr:104321,c5a95f91-d128-50c5-9137-c86bcdb69310,Items,1,tr:lh:2287,43251/43,isad:lh:44102,M 896 / B,,,Nederlands,remarks
tg:lhbr:45281,e53465f5-5e31-55d6-87bc-4a3bfd810a17,Items,1,,,isad:lh:20978,D 38 / B,,,Nederlands,remarks
tg:lhbr:152541,7306e2e4-aad8-5faf-91b5-06aa02e0d523,Items,1,tr:lh:3602,70331/14,isad:lh:62815,F 39 / B,,,Nederlands,remarks
tg:lhbr:211875,fcb22da7-4705-57b6-bb28-1010d3318030,Items,1,tr:lh:6465,158599/55,isad:lh:77751,S 7904 / B2 (1973-1974-1975),,,Nederlands,remarks
tg:lhbr:199445,9a505938-8112-5ac8-a209-4766decfb0f9,Items,1,tr:lh:4175,80722/18,isad:lh:75070,B 417 / B2,,,Nederlands,remarks
tg:lhbr:135885,b295b865-2cb6-5571-9e6e-f152482bb876,Items,1,tr:lh:2740,54131/6,isad:lh:56678,S 7265 / B,,,Nederlands,remarks
tg:lhbr:74925,68ae1566-7ecc-5277-8260-3289d38b6e8b,Items,1,tr:lh:2317,43798/503,isad:lh:33694,H 8257 / B,,,Nederlands,remarks
tg:lhbr:179611,588f354e-1767-5596-88f1-cfa5d5206949,Items,1,tr:lh:7478,197225/48,isad:lh:71851,M 224 / B,,,Nederlands,remarks
tg:lhbr:95463,74e62c25-c297-584f-8871-9cfb7ece7de4,Items,1,tr:lh:4758,92877,isad:lh:40678,E 367 / B,,,Nederlands,remarks
tg:lhbr:178903,c2d24425-8cf3-532e-8128-78c0872b7700,Items,1,tr:lh:6606,163208/3,isad:lh:71588,D 325 / B1,,,Nederlands,remarks
tg:lhbr:23057,06acfdbb-e946-5b77-bec1-0d73ddd03dd2,Items,1,tr:lh:5950,129877,isad:lh:11663,B 995 / B,,,Nederlands,remarks
tg:lhbr:134797,eb9f13b8-400f-529c-a34a-b3864712cd34,Items,1,tr:lh:2601,52531/279a-c,isad:lh:56266,S 677 / B,,,Nederlands,remarks
tg:lhbr:75637,c64009d4-9278-51c5-abea-a57fac00e70f,Items,1,tr:lh:5895,126634/1a-b,isad:lh:33984,H 905 / B,,,Nederlands,remarks
tg:lhbr:210767,a3b5852f-ce99-5ed7-ae01-8b355ca57121,Items,1,tr:lh:6413,152421/14,isad:lh:77644,W 256 / B2 ((periode L. Simons 1969-1984) 34),,,Nederlands,remarks
tg:lhbr:165632,f457d1c4-2d84-5417-804b-2668c7d231a9,Items,1,tr:lh:5936,129188/316,isad:lh:2094,G 102 / B (8),,,Nederlands,remarks
tg:lhbr:24792,6c3a0610-b4de-5a1f-9a42-4b6a984dc84a,Items,1,tr:lh:6553,161674/212,isad:lh:12187,CC 92 / B2,,,Nederlands,remarks
tg:lhbr:133052,e760bc69-ce8b-5bea-9887-aaebd496cbd6,Items,1,tr:lh:4347,83977/108,isad:lh:55715,S 59,,,Nederlands,remarks
tg:lhbr:68906,3b9c9e37-0785-5dcd-a792-885893f32270,Items,1,tr:lh:1107,19642/649,isad:lh:31291,H 2558 / B,,,Nederlands,remarks
tg:lhbr:118302,004dab6a-b076-5eaf-ad52-d6a4e5945255,Items,1,tr:lh:5895,126778/2,isad:lh:50267,P 9155 / B,,,Nederlands,remarks
tg:lhbr:185466,7d89e700-c92c-5101-b316-5f1f58af3d9e,Items,1,tr:lh:7192,179240/3,isad:lh:73525,S 5947 / B2,,,Nederlands,remarks
tg:lhbr:8244,fa393e44-45c7-5a7d-8644-9e21db8adf70,Items,1,tr:lh:5863,124382/193,isad:lh:5145,B 359 / B,,,Nederlands,remarks
tg:lhbr:100362,404187c7-a728-5875-8806-12c8a687b559,Items,1,tr:lh:388,7885/1,isad:lh:42603,M 653 / B,,,Nederlands,remarks
