brocade.id,ResourceID,card,order,Acquisition Note,Registration Number value,Archive Note,Location Number,adm.note,Serial Number,Warehouse Location (begin),Warehouse Location (ende),adm.note.language,adm.note.type
tg:lhph:30180,7423ca2d-b7cd-5fe5-94bb-641e9275390d,Items,1,tr:lh:9510,218458/167,isad:lh:95309,B 1183 / P (NEG0015/4/5),,,,,Nederlands,remarks
tg:lhph:28949,537fc7b2-eabe-5d62-a541-eacb8f2517a0,Items,1,tr:lh:6350,148185/18,,PP 70 / P,,,,,Nederlands,remarks
tg:lhph:37645,b83207df-f246-574b-93c6-936f8cb61c3f,Items,1,tr:lh:9510,218458/2204,isad:lh:95309,B 1183 / P (NEG00238/4/10),,,,,Nederlands,remarks
tg:lhph:36957,08560c3c-e9ec-558e-84f3-9ef5ff5e4237,Items,1,tr:lh:2713,53523/7,isad:lh:93479,L 696 / P,,,,,Nederlands,remarks
tg:lhph:51493,55bd2c07-98b5-5331-aea8-ddb330d41659,Items,1,tr:lh:139964,,isad:lh:182274,,Bruikleen Vlaamse Gemeenschap - GLN000570,S 935 / 1056,,,Nederlands,remarks
tg:lhph:18556,effd1a7c-d759-57b6-8b77-456b2eab9232,Items,1,tr:lh:7859,203626/320,isad:lh:94873,M 224 / P (NEG0010/6/15A),,,,,Nederlands,remarks
tg:lhph:2448,55d138c5-e235-5ba3-a7ed-e32819c65afa,Items,1,tr:lh:6603,163141/572,isad:lh:93324,G 395 / P,,,,,Nederlands,remarks
tg:lhph:33606,c6248886-bdca-5579-8a9b-c67b7b7e4dd4,Items,1,tr:lh:9510,218458/1093,isad:lh:95309,B 1183 / P (NEG00112/1/6),,,,,Nederlands,remarks
tg:lhph:30929,afcad880-4282-5abb-8a69-c069df1bf6a9,Items,1,tr:lh:5604,128193,isad:lh:93183,G 4372 / P,,,,,Nederlands,remarks
tg:lhph:52315,5fc9de93-8fbe-5ee0-bdfd-80c87e4b7eed,Items,1,tr:lh:139964,,isad:lh:182263,,Bruikleen Vlaamse Gemeenschap - STR10229,S 935 / 483,,,Nederlands,remarks
tg:lhph:50328,5fbf0b6b-4b57-5f0f-9fa4-f11835811f93,Items,1,,,isad:lh:57769,P 957 / 96,,,,,Nederlands,remarks
tg:lhph:32914,be6119d2-b30a-5acb-a2f7-487fa289b32d,Items,1,,66215,,K 243 / P,,,,,Nederlands,remarks
tg:lhph:25228,6951b5ba-14ae-5a20-b804-c3f91bc2bf45,Items,1,,104603/21a,,T 3465 / P,,,,,Nederlands,remarks
tg:lhph:47814,e7dd9500-327e-55f2-a06f-1b43fc856e96,Items,1,tr:lh:7336,212087,isad:lh:103960,S 59 /P,,,,,Nederlands,remarks
tg:lhph:27215,6dfa91c2-229a-5a0e-8ef6-9e97f05d5d76,Items,1,tr:lh:1070,20207/4,,P 346 / P,,,,,Nederlands,remarks
tg:lhph:8045,5aaf7003-8edd-598e-a9d6-336ecf6504a1,Items,1,tr:lh:5424,106346/11,isad:lh:93395,G 994 / P,,,,,Nederlands,remarks
tg:lhph:10166,778ac465-d786-5833-9962-0a5b343ae64e,Items,1,,179247,,H 7653 / P,,,,,Nederlands,remarks
tg:lhph:46706,f2c5d22a-ed63-5dd8-8452-7d8479651300,Items,1,tr:lh:3099,62186/18b,isad:lh:95865,D 9565 / P,,,,,Nederlands,remarks
tg:lhph:17359,8a87202a-57d6-54f7-817b-e78bbe2d1325,Items,1,tr:lh:4895,97872/2,,H 446 / P,,,,,Nederlands,remarks
tg:lhph:41539,f2be8793-84be-55aa-ba1f-21c1ecdf8ef1,Items,1,tr:lh:6796,169039/38,isad:lh:93791,ZZ 15 / P,,,,,Nederlands,remarks
tg:lhph:15364,90348684-ea9f-5067-8f66-bdcabeaddb4f,Items,1,tr:lh:3676,71259/2,isad:lh:94634,E 2176 / P,,,,,Nederlands,remarks
tg:lhph:15364,90348684-ea9f-5067-8f66-bdcabeaddb4f,Items,2,tr:lh:6604,163195,isad:lh:94635,E 2176 / P,,,,,Nederlands,remarks
tg:lhph:43504,ffb722e9-f4fb-5268-973e-56c9cddf735e,Items,1,tr:lh:7620,199142/2,isad:lh:94389,C 243 / P (GF),,,,,Nederlands,remarks
tg:lhph:22017,425a583c-4619-5a7f-a0fc-7d6373813d8a,Items,1,,100622,,H 8254 / P,,,,,Nederlands,remarks
tg:lhph:4965,32287a9b-1aed-58ec-bdc6-53056d3ace24,Items,1,tr:lh:6666,164356/33,isad:lh:93701,A 3885 / P,,,,,Nederlands,remarks
tg:lhph:6958,0936c2f5-efa2-5e96-8ed6-188f7f0b9ba6,Items,1,tr:lh:4834,96578/49zd,isad:lh:93832,A 14 / P,,,,,Nederlands,remarks
tg:lhph:36404,86885468-ec58-5597-b245-47473a8e421a,Items,1,tr:lh:9510,218458/1813,isad:lh:95309,B 1183 / P (NEG00197/2/1),,,,,Nederlands,remarks
tg:lhph:5677,14e4812a-86af-59a8-a257-fec881d6d49b,Items,1,,234798/410,,Y 952 / P,,,,,Nederlands,remarks
tg:lhph:34439,99799726-8b08-5a65-865a-e844ccbcb711,Items,1,tr:lh:5242,103323,isad:lh:95445,B 1652 / P,,,,,Nederlands,remarks
tg:lhph:52745,e7de2aea-0b27-5d30-8f05-01acdfb23556,Items,1,tr:lh:139964,,isad:lh:161173,,Bruikleen Vlaamse Gemeenschap - STR11699,S 935 / 489,,,Nederlands,remarks
tg:lhph:33256,65d98dca-5f9a-571c-8889-3c32c5edbbd6,Items,1,tr:lh:6940,173203/12,,VV 175 / P,,,,,Nederlands,remarks
tg:lhph:2018,7a1378e6-e39a-5eba-a33b-23eaf8bd55d0,Items,1,tr:lh:9946,235438/106,isad:lh:93182,P 45 / P,,,,,Nederlands,remarks
tg:lhph:18106,c4d2737b-223c-5091-976f-27bf0529bafa,Items,1,tr:lh:7827,202254/42,isad:lh:94871,R 286 / P,,,,,Nederlands,remarks
tg:lhph:34593,98ad08db-5312-5970-9b75-60f8dcec4bec,Items,1,tr:lh:6947,173392/40,isad:lh:95444,L 1628 / P,,,,,Nederlands,remarks
tg:lhph:53857,fc98909d-4984-52d6-b358-5775d65053c5,Items,1,tr:lh:3032,,isad:lh:180807,,,B 708 / P,,,Nederlands,remarks
tg:lhph:8415,1d43883e-73d0-599a-8903-a341ec9f0427,Items,1,tr:lh:336,7345,,W 303 / P,,,,,Nederlands,remarks
tg:lhph:8415,1d43883e-73d0-599a-8903-a341ec9f0427,Items,2,tr:lh:4396,84616/13,isad:lh:93379,W 303 / P,,,,,Nederlands,remarks
tg:lhph:26957,98e0d3bd-0b54-5f24-8468-2b659ddd6693,Items,1,tr:lh:6788,168030/125,isad:lh:93841,V 454 / P,,,,,Nederlands,remarks
tg:lhph:41493,67bfa862-76d1-55ce-9a56-3cb20906cf9c,Items,1,tr:lh:6350,148144/2,,B 745 / P,,,,,Nederlands,remarks
tg:lhph:41493,67bfa862-76d1-55ce-9a56-3cb20906cf9c,Items,2,tr:lh:140087,,isad:lh:154993,,,G 2932 / 212 (44),,,Nederlands,remarks
tg:lhph:46356,8e74f2fe-3412-52b8-9c0c-bd64de32f1e1,Items,1,tr:lh:3327,203869/5,isad:lh:109797,C 395 / ARC (382),,,,,Nederlands,remarks
tg:lhph:25678,abfb8f91-1c42-5801-81b2-43dacafeea93,Items,1,tr:lh:7699,200237/6,isad:lh:93118,B 708 / P,,,,,Nederlands,remarks
tg:lhph:20180,258fc96b-2fd3-5391-9451-c61febae45bc,Items,1,tr:lh:7859,203626/1306,isad:lh:94873,M 224 / P (NEG0047/2/69),,,,,Nederlands,remarks
tg:lhph:38949,1aa9f133-aea9-5177-97eb-27aa8a6314a8,Items,1,tr:lh:6916,171111/6,isad:lh:95596,M 2355 / P (I),,,,,Nederlands,remarks
tg:lhph:27645,124d6202-ae80-5478-9e1f-30d9c52cbdd6,Items,1,tr:lh:6558,161924/4,isad:lh:93210,V 486 / P,,,,,Nederlands,remarks
tg:lhph:14826,a6f8391d-8c7e-5ebc-ac44-ccf694be3dae,Items,1,tr:lh:5069,100539/1,isad:lh:94581,D 3928 / P,,,,,Nederlands,remarks
tg:lhph:25382,0d366b83-4d79-5645-8a79-3a265bf03abd,Items,1,tr:lh:5834,122795/66,isad:lh:92962,O 33745 / P (Opvoeringen),,,,,Nederlands,remarks
tg:lhph:22447,edc672ac-a931-5ef8-8076-ad9d7fe41b16,Items,1,tr:lh:3898,74463/56,isad:lh:94176,H 905 / P,,,,,Nederlands,remarks
tg:lhph:45983,3d87d66f-c28c-5172-aadc-850c55a35325,Items,1,tr:lh:3327,203850/17,isad:lh:109789,C 395 / ARC (374),,,,,Nederlands,remarks
tg:lhph:41169,42421421-2cb3-549a-acb6-fc5b0d51c9c9,Items,1,tr:lh:4427,86561/20,,M 6925 / P,,,,,Nederlands,remarks
tg:lhph:17709,6e729dfc-e511-5841-9012-0ea17b79705a,Items,1,tr:lh:4212,81358/22,isad:lh:92998,S 7035 / P,,,,,Nederlands,remarks
tg:lhph:43154,db49d45d-ae0b-5f08-ba04-0c21f4741603,Items,1,,111170/19,,B 9667 / P,,,,,Nederlands,remarks
tg:lhph:15734,d4c0ad4f-484e-53bc-aa8d-86dcd5cdeeec,Items,1,,74579/2,,F 149 / P,,,,,Nederlands,remarks
tg:lhph:36054,b14ccfdd-e752-53b4-8a81-dca75991b310,Items,1,tr:lh:9510,218458/1702,isad:lh:95309,B 1183 / P (NEG00184/2/22),,,,,Nederlands,remarks
tg:lhph:49559,663692a2-ffc2-525c-a958-7c38eb5f6941,Items,1,,,isad:lh:95662,,,W 909 / 8,,,Nederlands,remarks
tg:lhph:34069,fbc69ca9-7f3d-5a0e-8fc9-d42cbd5c8904,Items,1,tr:lh:2381,45499/6,isad:lh:128734,W 1469 / P,,,,,Nederlands,remarks
tg:lhph:5227,fd0327a8-f402-547b-b100-98d47f9afd84,Items,1,tr:lh:7586,198481/0076,isad:lh:93725,T 3465 / P,,,,,Nederlands,remarks
tg:lhph:31791,a4a28a8a-7538-583f-b6a5-0097b556d3b9,Items,1,tr:lh:1102,19867/9,isad:lh:93142,J 36 / P,,,,,Nederlands,remarks
tg:lhph:31791,a4a28a8a-7538-583f-b6a5-0097b556d3b9,Items,2,,178963/1,,J 36 / P,,,,,Nederlands,remarks
tg:lhph:30883,5b5a5b98-353c-58f7-9a87-f34732e206df,Items,1,tr:lh:9510,218458/426,isad:lh:95309,B 1183 / P (NEG0042/4/39),,,,,Nederlands,remarks
tg:lhph:24985,1ac1ed0a-c475-543c-81be-bbab248d4ac3,Items,1,tr:lh:882,16079/79,isad:lh:93498,O 2845 / P,,,,,Nederlands,remarks
tg:lhph:43441,79acca63-7a9f-5a2d-a112-9214cb2bd679,Items,1,,-,,C 243 / P,,,,,Nederlands,remarks
tg:lhph:15221,4c505e13-3b0a-5f2c-acec-11a20e020f64,Items,1,tr:lh:3125,63377,isad:lh:93435,D 92242 / P,,,,,Nederlands,remarks
tg:lhph:44384,5f19f8c3-e49a-524c-9ec9-53f88d2afa57,Items,1,,220430/6,isad:lh:94404,BB 238 / P,,,,,Nederlands,remarks
tg:lhph:22152,1c7952fd-639f-5831-ab91-961fd1c269bf,Items,1,,203715/13,isad:lh:92943,FVCA / P (onbekend),,,,,Nederlands,remarks
tg:lhph:25697,81015dfe-3e34-5c8f-a76c-2c00075c848d,Items,1,tr:lh:6462,158575/107,isad:lh:93743,V 3484 / P,,,,,Nederlands,remarks
tg:lhph:50797,0cb55efd-9da7-5691-89f1-1cd25657e837,Items,1,tr:lh:139964,,isad:lh:182272,,Bruikleen Vlaamse Gemeenschap - GLN000009,S 935 / 1000,,,Nederlands,remarks
tg:lhph:50797,0cb55efd-9da7-5691-89f1-1cd25657e837,Items,2,tr:lh:139964,,isad:lh:182272,,Bruikleen Vlaamse Gemeenschap - STR010385,S 935 / 483,,,Nederlands,remarks
tg:lhph:4820,8b5caa33-4805-5c90-8189-b233be76f08c,Items,1,tr:lh:2378,45086/10,,A 354 / P,,,,,Nederlands,remarks
tg:lhph:5732,bc046763-05aa-5f41-9b45-a0063acea347,Items,1,,234798/411,,Y 952 / P,,,,,Nederlands,remarks
tg:lhph:31284,28654790-7d34-5590-881a-ab8506c6fcc1,Items,1,tr:lh:9510,218458/545,isad:lh:95309,B 1183 / P (NEG0051/3/11),,,,,Nederlands,remarks
tg:lhph:36541,509d1df8-c6d0-51fe-9c92-83f06d4a3f8a,Items,1,tr:lh:9510,218458/1857,isad:lh:95309,B 1183 / P (NEG00202/3/1),,,,,Nederlands,remarks
tg:lhph:51885,0f30c4db-80c3-58b6-9dd4-37d15bd40c95,Items,1,tr:lh:7401,,isad:lh:95557,,,M 51648 / 380,,,Nederlands,remarks
tg:lhph:34086,0919d5d0-5595-5a8b-b8bf-b28c78323186,Items,1,tr:lh:1102,19766/2,isad:lh:93142,K 9943 / P,,,,,Nederlands,remarks
tg:lhph:33743,6f98424c-0a7e-514f-b1e4-4f5ddcb7d670,Items,1,tr:lh:9510,218458/1132,isad:lh:95309,B 1183 / P (NEG00116/3/4),,,,,Nederlands,remarks
tg:lhph:18413,3410b5ce-c7fe-558b-95cb-d8c7f0a0f369,Items,1,,233402,,S 79662 / P,,,,,Nederlands,remarks
tg:lhph:32851,9facc554-8567-5280-bfe3-6bb185242922,Items,1,tr:lh:6997,175690,isad:lh:95366,JJ 52 / P,,,,,Nederlands,remarks
tg:lhph:52250,c55d5913-1d39-56e7-b642-9bbaf7a9c4e7,Items,1,,,isad:lh:161091,,,D 4813 / 1007,,,Nederlands,remarks
tg:lhph:27350,e7032466-3095-5d5c-9ef4-0354a64e5d2e,Items,1,,233228/a-b,,P 4535 / P,,,,,Nederlands,remarks
tg:lhph:20495,53d6bfcb-cd7d-5fb5-9194-b1f70762dcbf,Items,1,tr:lh:7859,203626/1469,isad:lh:94873,M 224 / P (NEG0051/7/34A),,,,,Nederlands,remarks
tg:lhph:47951,d26b5cac-4281-5450-8e22-211d338a7f6f,Items,1,tr:lh:7336,187486/3,isad:lh:103960,S 59 /P,,,,,Nederlands,remarks
tg:lhph:46643,94ae2e5f-851c-5a53-b1f8-60770de8b452,Items,1,tr:lh:882,16079/48,isad:lh:93498,D 831 / P,,,,,Nederlands,remarks
tg:lhph:8100,6a615056-3cca-5d82-9371-2e0209b6e730,Items,1,tr:lh:283,5365/3,,W 803 / P,,,,,Nederlands,remarks
tg:lhph:8100,6a615056-3cca-5d82-9371-2e0209b6e730,Items,2,tr:lh:4943,98855,,W 803 / P,,,,,Nederlands,remarks
tg:lhph:8100,6a615056-3cca-5d82-9371-2e0209b6e730,Items,3,,113663/10,,W 803 / P,,,,,Nederlands,remarks
tg:lhph:41186,5579fc54-bd5b-5013-97c4-5fd77b9de6d9,Items,1,tr:lh:3398,67147/1,isad:lh:95653,M 704 / P,,,,,Nederlands,remarks
tg:lhph:14963,22fc6119-a623-5b57-8da2-f734dc20f566,Items,1,tr:lh:1492,27571/385,,D 4885 / P,,,,,Nederlands,remarks
tg:lhph:10189,f582ba29-9753-5ec9-9ece-ed0ced6ef791,Items,1,tr:lh:6284,146059/6,isad:lh:93630,H 7653 / P,,,,,Nederlands,remarks
tg:lhph:15671,87e11167-c2c5-5fbc-840c-122dd8e67bd8,Items,1,tr:lh:3939,75045/2,,E 4885 / P,,,,,Nederlands,remarks
tg:lhph:43011,44f6cc85-1d56-5386-969b-02c6f5e72343,Items,1,tr:lh:3775,73474/1,,B 9175 / P,,,,,Nederlands,remarks
tg:lhph:5362,60ac0cbb-496c-5a2d-9834-348473658edc,Items,1,tr:lh:3809,73296/2,,A 493 / P,,,,,Nederlands,remarks
tg:lhph:36111,14b9b2a0-977b-5f07-add1-e60ff449e44d,Items,1,tr:lh:9510,218458/1730,isad:lh:95309,B 1183 / P (NEG00187/4/16),,,,,Nederlands,remarks
tg:lhph:52600,aa2c4afc-6f83-5c09-b143-0cd175c274e3,Items,1,tr:lh:139964,,isad:lh:161171,,Bruikleen Vlaamse Gemeenschap - STR11288,S 935 / 487,,,Nederlands,remarks
tg:lhph:5698,4f7cddd5-acac-5a43-9b5a-183db8bd75a4,Items,1,,234798/424,,Y 952 / P,,,,,Nederlands,remarks
tg:lhph:53912,8c67b960-87af-5a4e-bbd3-7b4868e8bb0d,Items,1,,,isad:lh:181654,,,T 433 / 41,,,Nederlands,remarks
tg:lhph:18043,f2132af6-ccaa-5ce4-b27d-2fd27eeaa696,Items,1,,232651,,H 5467 / P,,,,,Nederlands,remarks
tg:lhph:33313,1443144b-433d-5ed5-9130-5f0d75371724,Items,1,tr:lh:6424,157572/6,isad:lh:95223,B 1155 / P,,,,,Nederlands,remarks
tg:lhph:10473,925a1435-0d9f-5115-99a9-5ced7a31de2d,Items,1,,74055/1,,B 973 / P,,,,,Nederlands,remarks
tg:lhph:10473,925a1435-0d9f-5115-99a9-5ced7a31de2d,Items,2,tr:lh:9862,219072,,B 973 / P,,,,,Nederlands,remarks
tg:lhph:46213,30ba139e-4b30-5ce4-beb4-5e6f45f6e6a6,Items,1,tr:lh:3327,203859,isad:lh:109795,C 395 / ARC (374),,,,,Nederlands,remarks
tg:lhph:8550,6da1d44a-75c9-5d96-835b-408d50ed9441,Items,1,tr:lh:4443,85186/6,,W 687 / P,,,,,Nederlands,remarks
tg:lhph:26812,5734f12c-13c5-55e7-9292-050afd17171c,Items,1,tr:lh:4655,89615/4,isad:lh:93612,P 2723 / P,,,,,Nederlands,remarks
tg:lhph:27700,9cdddde2-16c8-5b3f-96ba-695feb892181,Items,1,tr:lh:5565,110718,isad:lh:93849,V 486 / P,,,,,Nederlands,remarks
tg:lhph:22851,a425e8af-d4e7-55c8-9083-87e4ccb0d892,Items,1,tr:lh:5004,99151/12,,N 135 / P,,,,,Nederlands,remarks
tg:lhph:22851,a425e8af-d4e7-55c8-9083-87e4ccb0d892,Items,2,tr:lh:5113,101045/43,,N 135 / P,,,,,Nederlands,remarks
tg:lhph:45595,87a9cc81-d0ae-5a0f-9aa2-61ac2ef62458,Items,1,tr:lh:2397,45614/25,isad:lh:93220,D 4252 / P,,,,,Nederlands,remarks
tg:lhph:45595,87a9cc81-d0ae-5a0f-9aa2-61ac2ef62458,Items,2,tr:lh:2645,52792/6,isad:lh:93073,D 4252 / P,,,,,Nederlands,remarks
tg:lhph:14430,b25d9ec5-c5f8-52f7-8036-b3704386ad11,Items,1,tr:lh:423,8588/1,,D 3139 / P,,,,,Nederlands,remarks
tg:lhph:314,fdda5baf-f0e3-52e9-bfe0-1fc6c8720887,Items,1,tr:lh:7314,,isad:lh:92943,FVCA / P (1929/3),,,,,Nederlands,remarks
tg:lhph:42250,fe255183-a2b1-54fb-806e-7b157e669d69,Items,1,tr:lh:6861,169842/52-53,isad:lh:93429,W 144 / P,,,,,Nederlands,remarks
tg:lhph:24086,1fa48f7a-c388-51ee-842d-ce5d40606874,Items,1,tr:lh:6203,143759,isad:lh:94710,M 864 / P,,,,,Nederlands,remarks
tg:lhph:23743,49cb1dad-4ebc-5bcf-b1d2-e905a7aaff83,Items,1,,218015/1,,V 3404 / P,,,,,Nederlands,remarks
tg:lhph:51186,639fcd55-0900-5293-b362-40786345826c,Items,1,tr:lh:139964,,isad:lh:182279,,Bruikleen Vlaamse Gemeenschap - GLN000280,S 935 / 1027,,,Nederlands,remarks
tg:lhph:51186,639fcd55-0900-5293-b362-40786345826c,Items,2,tr:lh:139964,,isad:lh:182279,,Bruikleen Vlaamse Gemeenschap - STR10580,S 935 / 484,,,Nederlands,remarks
tg:lhph:37350,7982dd4f-40c3-535d-8409-6485894c83bf,Items,1,tr:lh:2459,47487/62,isad:lh:93178,B 46743 / P,,,,,Nederlands,remarks
tg:lhph:4123,c343fee7-b1b5-527f-af5e-4289294efa27,Items,1,,235823/4,,V 15531 / P,,,,,Nederlands,remarks
tg:lhph:30495,5e317365-44c2-59c8-9f09-f567cc8b44d1,Items,1,tr:lh:9510,218458/262,isad:lh:95309,B 1183 / P (NEG0024/6/26),,,,,Nederlands,remarks
tg:lhph:19202,28594087-d8e6-524b-9890-4093664b3409,Items,1,tr:lh:7827,202254/148,isad:lh:94871,R 286 / P,,,,,Nederlands,remarks
tg:lhph:32152,016de1b3-6291-57e6-9032-721fe0b5f852,Items,1,tr:lh:9510,218458/750,isad:lh:95309,B 1183 / P (NEG0073/4/7),,,,,Nederlands,remarks
tg:lhph:1321,5e22ccb6-5ff8-55b8-9346-d7e2cf8ad770,Items,1,,27381/874,,C 1921 / P,,,,,Nederlands,remarks
tg:lhph:1321,5e22ccb6-5ff8-55b8-9346-d7e2cf8ad770,Items,2,tr:lh:5683,114929/3,isad:lh:93140,C 1921 / P,,,,,Nederlands,remarks
tg:lhph:35697,8241cb03-2c86-56c7-bf8c-a23d3284a719,Items,1,,233146,,L 3215 / P,,,,,Nederlands,remarks
tg:lhph:34985,4e3bd20d-e3bd-579b-9e5c-42fcc739bec1,Items,1,tr:lh:4094,79266/2,isad:lh:93234,L 2254 / P,,,,,Nederlands,remarks
tg:lhph:53441,5c129df8-50f7-5267-82a3-1cf821dbbbb8,Items,1,tr:lh:139964,,isad:lh:182569,,Bruikleen Vlaamse Gemeenschap - STR12652,S 935 / 493,,,Nederlands,remarks
tg:lhph:10920,28a33478-2575-56b9-b02f-256aec62f0de,Items,1,tr:lh:3171,64410/113,isad:lh:93287,R 69 / P,,,,,Nederlands,remarks
tg:lhph:21284,b098f868-286e-5c11-90db-c398fd1dd39f,Items,1,tr:lh:3150,62891/13,,S 9657 / P,,,,,Nederlands,remarks
tg:lhph:8803,06a5e1db-29ad-52a3-bebe-f421332a31e9,Items,1,tr:lh:3838,73790/6,,D 824 / P,,,,,Nederlands,remarks
tg:lhph:26541,17f98364-32f2-5904-8608-f1d848c31e89,Items,1,tr:lh:6462,158575/307,isad:lh:93743,V 3484 / P,,,,,Nederlands,remarks
tg:lhph:41885,d1abc45a-fb80-5952-be64-a618d3d849f0,Items,1,,53886/22,,W 706 / P,,,,,Nederlands,remarks
tg:lhph:9711,30334ae0-55b7-55df-98f0-351b5008eb5e,Items,1,tr:lh:6050,135915/14,isad:lh:94083,S 5995 / P,,,,,Nederlands,remarks
tg:lhph:40797,7312b100-3d49-5ec2-a28b-13d2fd0f07cb,Items,1,tr:lh:6461,158560/141,isad:lh:93503,M 573 / P,,,,,Nederlands,remarks
tg:lhph:43912,ed89b7c6-02fd-5df9-855e-9a43ac357e48,Items,1,tr:lh:9854,219752/36,isad:lh:93780,V 8511 / P,,,,,Nederlands,remarks
tg:lhph:11798,77a50b0d-b8f6-503d-9f97-3ecef72f37f8,Items,1,tr:lh:7740,200986/3,isad:lh:94061,S 5621 / P,,,,,Nederlands,remarks
tg:lhph:42600,5bf9f2be-3e4a-59dd-a08f-529dd0630797,Items,1,tr:lh:1102,19751/1,isad:lh:93142,B 861 / P,,,,,Nederlands,remarks
tg:lhph:744,a93923ed-0f1b-5744-b656-93bfe74a9c34,Items,1,tr:lh:5593,111798/1,isad:lh:92989,L 179 / P,,,,,Nederlands,remarks
tg:lhph:14060,a3d7510e-095c-54c7-9164-9de733185f54,Items,1,tr:lh:7169,178938/6,,C 4962 / P,,,,,Nederlands,remarks
tg:lhph:37700,4bde1a3c-6065-5f3b-bd73-9ef138178bed,Items,1,tr:lh:3837,74034/5,,M 1565 / P,,,,,Nederlands,remarks
tg:lhph:4573,a51f5902-8106-536b-972a-e89f028b51d1,Items,1,tr:lh:4584,88318/2,,A 3087 / P,,,,,Nederlands,remarks
tg:lhph:36812,80604fa1-cd37-5a06-ae96-9fade32c9a74,Items,1,tr:lh:6739,167009/a,isad:lh:95544,L 613 / P,,,,,Nederlands,remarks
tg:lhph:18940,35d1fec3-c3c0-570a-9556-804c947fc9e4,Items,1,tr:lh:7859,203626/564,isad:lh:94873,M 224 / P (NEG0019/6/2),,,,,Nederlands,remarks
tg:lhph:32502,a3673bef-2167-56a8-860f-7a74e382ac3f,Items,1,tr:lh:6444,158207/17,isad:lh:93254,J 422 / P (V),,,,,Nederlands,remarks
tg:lhph:19652,15b9068e-f356-5fbb-8aac-911f75b569f4,Items,1,tr:lh:7859,203626/1002,isad:lh:94873,M 224 / P (NEG0038/6/7A),,,,,Nederlands,remarks
tg:lhph:1771,eb2979dd-398e-5e9b-9b46-dbf4ad4243f4,Items,1,,104185/5,,G 3978 / P,,,,,Nederlands,remarks
tg:lhph:4089,13d394e0-00f6-5421-a7d2-9d7cf83b6abc,Items,1,tr:lh:3522,69707/3,,G 785 / P,,,,,Nederlands,remarks
tg:lhph:9341,2a5091a7-938b-5b37-96ba-8267d67085b0,Items,1,tr:lh:348,8412,,C 1252 / P,,,,,Nederlands,remarks
tg:lhph:9341,2a5091a7-938b-5b37-96ba-8267d67085b0,Items,2,tr:lh:1492,27493/628,,C 1252 / P,,,,,Nederlands,remarks
tg:lhph:9341,2a5091a7-938b-5b37-96ba-8267d67085b0,Items,3,tr:lh:3340,66453/21,,C 1252 / P,,,,,Nederlands,remarks
tg:lhph:9341,2a5091a7-938b-5b37-96ba-8267d67085b0,Items,4,,67871,,C 1252 / P,,,,,Nederlands,remarks
tg:lhph:9341,2a5091a7-938b-5b37-96ba-8267d67085b0,Items,5,tr:lh:9944,89291/20,isad:lh:93065,C 1252 / P,,,,,Nederlands,remarks
tg:lhph:9341,2a5091a7-938b-5b37-96ba-8267d67085b0,Items,6,tr:lh:4832,96569/14,isad:lh:93585,C 1252 / P,,,,,Nederlands,remarks
tg:lhph:9341,2a5091a7-938b-5b37-96ba-8267d67085b0,Items,7,tr:lh:5800,120691/463,isad:lh:93071,C 1252 / P,,,,,Nederlands,remarks
tg:lhph:9341,2a5091a7-938b-5b37-96ba-8267d67085b0,Items,8,tr:lh:6342,234659,,C 1252 / P,,,,,Nederlands,remarks
tg:lhph:11262,9d0ec20a-0ca4-544c-9389-7aece525a6bd,Items,1,tr:lh:2894,58822/1,isad:lh:93095,B 1333 / P,,,,,Nederlands,remarks
tg:lhph:26111,e39995fb-4d62-58f1-9efc-2e860fbedb59,Items,1,tr:lh:6462,158575/121,isad:lh:93743,V 3484 / P,,,,,Nederlands,remarks
tg:lhph:34205,e6dc67fe-7895-5709-89e3-c745b0142397,Items,1,tr:lh:4903,97925/2,,K 995 / P,,,,,Nederlands,remarks
tg:lhph:18690,d00446da-27dc-59a1-b770-fe9bb07bc48c,Items,1,tr:lh:4491,86560/35,,H 6286 / P,,,,,Nederlands,remarks
tg:lhph:36238,a8bfaf82-52dd-5878-8fb1-94702f7be2d0,Items,1,tr:lh:882,16079/98,isad:lh:93498,B 4165 / P,,,,,Nederlands,remarks
tg:lhph:36238,a8bfaf82-52dd-5878-8fb1-94702f7be2d0,Items,2,tr:lh:2459,47488/2,isad:lh:93556,B 4165 / P,,,,,Nederlands,remarks
tg:lhph:7076,e36d77eb-b0d2-5842-9c70-228ee5ddedde,Items,1,tr:lh:776,14565/3,,S 935 / P,,,,,Nederlands,remarks
tg:lhph:7076,e36d77eb-b0d2-5842-9c70-228ee5ddedde,Items,2,tr:lh:139964,,isad:lh:182279,,Bruikleen Vlaamse Gemeenschap - GLN400425,S 935 / 1077,,,Nederlands,remarks
tg:lhph:19982,9fb2a619-a022-5201-9a66-73154b0ef16a,Items,1,,202251/3,,B 668 / P,,,,,Nederlands,remarks
tg:lhph:28226,cc1fe22e-e0ca-5fa1-b134-1cfce651ae2e,Items,1,tr:lh:5445,107131/2,isad:lh:95219,P 7177 / P,,,,,Nederlands,remarks
tg:lhph:20616,4c0eef88-04f7-5961-bf16-18e7cb1565de,Items,1,tr:lh:9837,217718/38,isad:lh:93036,T 394 / P,,,,,Nederlands,remarks
tg:lhph:21904,df529e93-a648-55cc-ad5b-ce276cf11e3c,Items,1,tr:lh:7314,,isad:lh:92943,FVCA / P (1931-1932/85-90),,,,,Nederlands,remarks
