brocade.id,ResourceID,card,order,Acquisition Note,Registration Number value,Archive Note,Location Number,Source Note,Warehouse Location (begin),Serial Number,Warehouse Location (ende),Source Note Language,Source Note Type
tg:lhtk:6470,d4bf42fe-5a60-59bc-837c-324798d30b0a,Items,1,tr:lh:7596,198560/31,,Planex GT / BB 590 (map 1),Dit vignet werd niet gebruikt,,,,Nederlands,Noot
tg:lhtk:12989,894100b2-0f98-5284-8599-d18e8253960b,Items,1,tr:lh:2397,,isad:lh:129127,,,,GG 311 / 17,,Nederlands,Noot
tg:lhtk:9785,64fa1e4d-bf25-5a51-8c0c-03acf9c022fd,Items,1,tr:lh:1217,,isad:lh:125587,D 89 / I (Map 2),,,,,Nederlands,Noot
tg:lhtk:12120,b81c5194-e29f-5a78-a450-98927e82af14,Items,1,tr:lh:2432,,isad:lh:128094,D 1175 / I (Doos 8),,,,,Nederlands,Noot
tg:lhtk:7631,c96aeb3f-ed89-54f7-ac86-c1ff5717d6ac,Items,1,tr:lh:2974,59937/2m,isad:lh:97005,V 155 / I,,,,,Nederlands,Noot
tg:lhtk:12570,cef86565-3551-5bd5-8b20-4244dd18a8a7,Items,1,tr:lh:2397,,isad:lh:128462,,,,GG 311 / 8,,Nederlands,Noot
tg:lhtk:2063,1413e637-0c3c-55a1-8dbb-27beb92b01fc,Items,1,tr:lh:5237,103274/10,isad:lh:96903,Planex KP / G 705,,,,,Nederlands,Noot
tg:lhtk:2599,8011a864-d56c-54cc-9102-72acfa8c97a1,Items,1,,82727,,"Planex GP / IX, 5",Op de achterzijde is -vaag- een lichte aanzet van een vrouwelijk portret zichtbaar.,,,,Nederlands,Noot
tg:lhtk:1566,0df416df-87b0-55b9-bd0f-580656f8d089,Items,1,,65374/1,,SC 39 A 1,,,,,Nederlands,Noot
tg:lhtk:13048,0cf882f7-2658-517e-bf2b-c1dab26ef7e2,Items,1,tr:lh:2397,,isad:lh:129467,,,,GG 311 / 20,,Nederlands,Noot
tg:lhtk:11075,a7ddd46d-f4e3-539f-a32c-93e0df883035,Items,1,tr:lh:2432,47440/98,isad:lh:127159,D 1175 / I (Doos 9),,,,,Nederlands,Noot
tg:lhtk:4764,4d4ed9fa-ca6f-5d00-b6c2-264838d547bf,Items,1,tr:lh:5448,106959/11,isad:lh:97335,C 3396 / I (doos 1),,,,,Nederlands,Noot
tg:lhtk:5876,98661be6-8d3d-55f2-8ed8-b9e0d709de20,Items,1,tr:lh:6367,148725/12,isad:lh:97382,S 9978 / I (Doos 1),"Gepubliceerd in _Nieuw Vlaanderen_, jg. 3 nr. 12, 20 maart 1937, p. 14.",,,,Nederlands,Noot
tg:lhtk:13418,f7403bd8-75c3-54b1-a7e8-6d9a730c3457,Items,1,tr:lh:7794,,isad:lh:96952,B 708 / I,,,,,Nederlands,Noot
tg:lhtk:11425,fc4425e1-e90d-503a-a6c8-771fe7f91aae,Items,1,tr:lh:2432,47440/42,isad:lh:127441,D 1175 / I (Doos 2),,,,,Nederlands,Noot
tg:lhtk:14627,724c2a95-18b4-5ee0-b155-e1987269c360,Items,1,tr:lh:140310,,isad:lh:175224,,,,ICO-GF-003,,Nederlands,Noot
tg:lhtk:4334,6fabc613-fa0b-581c-b344-b072ba287755,Items,1,tr:lh:3755,72196,isad:lh:97182,S 172 / I,28 bl.,,,,Nederlands,Noot
tg:lhtk:10664,9f755b7e-c621-5f5e-a604-1d65bec8f6be,Items,1,tr:lh:7337,195135/11AB,isad:lh:126274,O 393 / Doos 7,,V1 B 75 C6,,,Nederlands,Noot
tg:lhtk:12659,821640f8-0ecf-5c88-accb-6184d775a4e3,Items,1,tr:lh:2397,,isad:lh:128456,,,,GG 311 / 2,,Nederlands,Noot
tg:lhtk:9855,8f8788a0-c97f-5b54-abe4-97c2a3e6c5da,Items,1,tr:lh:4976,195023,isad:lh:125604,O 393 / I,,,,,Nederlands,Noot
tg:lhtk:11976,62b971ea-50e1-5d8b-90cb-93d0821f1371,Items,1,tr:lh:7337,195174/79,isad:lh:127935,O 393 / Doos 11,,V1 B 75 C6,,,Nederlands,Noot
tg:lhtk:5175,6a0e0930-73a4-5320-b65c-6a38f4a13a3b,Items,1,tr:lh:5448,106971/10,isad:lh:97335,C 3396 / I (doos 4),,,,,Nederlands,Noot
tg:lhtk:7148,9880c0cc-f224-5902-8543-e306fd2d5c83,Items,1,tr:lh:2059,38711/9,isad:lh:96916,R 1457 / I (Doos 3),"rechts boven annotaties ter reproductie, '3 kolom, notenkraker'.",,,,Nederlands,Noot
tg:lhtk:1835,d5cc991c-59b5-5a23-b6ef-bbfcbd173572,Items,1,tr:lh:4212,81359,isad:lh:97013,Planex KP / D 295,'Franske'=Frans Smits,,,,Nederlands,Noot
tg:lhtk:10234,588c7943-3dbb-5bc0-b733-60c0e77670e6,Items,1,tr:lh:7337,195125/5,isad:lh:98623,O 393 / Doos 6A,,V1 B 75 C6,,,Nederlands,Noot
tg:lhtk:12209,7d968568-1e4e-5a7a-9743-cfbbf2186c97,Items,1,tr:lh:2432,,isad:lh:128142,D 1175 / I (Doos 13),,,,,Nederlands,Noot
tg:lhtk:15036,b17c3460-a232-5800-9ad3-054a7bb7b78c,Items,1,tr:lh:140310,,isad:lh:176342,,,,ICO-GF-008,,Nederlands,Noot
tg:lhtk:5525,7fd6fa0f-26d9-54eb-9545-e2089dfcde4b,Items,1,tr:lh:6559,161988/8,isad:lh:97379,V 4303 / I,,,,,Nederlands,Noot
tg:lhtk:7518,d65e7f0a-91e2-533b-9875-0e424b991ca5,Items,1,tr:lh:5702,109861/13,isad:lh:100727,P 7385 / I (doos 1),vermoedelijk ontwerp voor plakbiljet.,,,,Nederlands,Noot
tg:lhtk:5030,955f4a49-018f-516c-ac00-ce44b962bfc1,Items,1,tr:lh:5448,106972/9,isad:lh:97335,C 3396 / I (doos 3),,,,,Nederlands,Noot
tg:lhtk:10721,80c2478a-73e0-50fd-bb45-d2ba880babc4,Items,1,tr:lh:2432,,isad:lh:127001,D 1175 / I (Doos 3),,,,,Nederlands,Noot
tg:lhtk:11833,57cd7ef1-8cf1-54bf-9d1a-4d80fce7235a,Items,1,tr:lh:2432,47133/134,isad:lh:128076,D 1175 / I (Doos 7),,,,,Nederlands,Noot
tg:lhtk:9910,1689b0d6-ca26-518d-838a-3305cd07c32a,Items,1,tr:lh:4976,195006,isad:lh:125701,O 393 / I,,,,,Nederlands,Noot
tg:lhtk:15173,41a5ac20-830d-5882-b294-0a9bc0071220,Items,1,tr:lh:140310,,isad:lh:175937,,,,?,,Nederlands,Noot
tg:lhtk:11999,20916742-c86b-5298-9666-591ec2913f04,Items,1,tr:lh:2432,47311/106,isad:lh:128074,D 1175 / I (Doos 7),,,,,Nederlands,Noot
tg:lhtk:1970,2cb00c55-1fcd-5c50-b18d-a5e0badaa677,Items,1,tr:lh:2408,46930,isad:lh:97017,SC 44 E 1,,,,,Nederlands,Noot
tg:lhtk:8252,416912a6-0621-5397-a707-8a8a87899a12,Items,1,tr:lh:4370,84448/38,isad:lh:97312,P 737 / I planex GT (map 1),,V1 B,,,Nederlands,Noot
tg:lhtk:10371,b6734a38-24dd-5f0a-8ec5-a4d3c7b53928,Items,1,tr:lh:6878,73865,isad:lh:126298,D 89 / I (1),,,,,Nederlands,Noot
tg:lhtk:4621,f866cd72-a7d0-5609-b364-c2e833b53240,Items,1,tr:lh:6749,167285/33,isad:lh:97340,T 3467 / I,,,,,Nederlands,Noot
tg:lhtk:5933,7c285ce8-0df0-5dcb-987b-df2743ddc115,Items,1,tr:lh:7840,202430/4,isad:lh:97385,Planex GT / T 3465,,,,,Nederlands,Noot
tg:lhtk:1423,88defa83-c85d-5f62-8c4e-b9d243784550,Items,1,tr:lh:4600,88093,isad:lh:96908,Planex KP / B 1333,,,,,Nederlands,Noot
tg:lhtk:11130,4b8ed5b6-bb50-5848-ab1c-f80e4c50232a,Items,1,tr:lh:2432,47191/16,isad:lh:127280,D 1175 / I (Doos 10),,,,,Nederlands,Noot
tg:lhtk:14762,5283bfb0-c242-5e83-b37a-e278eb244a41,Items,1,tr:lh:140310,,isad:lh:175689,,,,ICO-GF-004,,Nederlands,Noot
tg:lhtk:4271,b4bb6a53-317e-50a8-bd1b-6b5b10596ab8,Items,1,tr:lh:2700,53319/7,isad:lh:97323,P 499 / I,,,,,Nederlands,Noot
tg:lhtk:5899,7dc462cb-17ca-598a-9a38-0d119371ff4f,Items,1,tr:lh:7494,197361/26,isad:lh:97382,S 9978 / I (Doos 1),,,,,Nederlands,Noot
tg:lhtk:11560,99787611-62f9-5532-ab06-a265727bdd6f,Items,1,tr:lh:7337,195173/11,isad:lh:127935,O 393 / Doos 11,,V1 B 75 C6,,,Nederlands,Noot
tg:lhtk:9443,41479193-8275-541c-a8f9-7205140a8eec,Items,1,tr:lh:30804,,isad:lh:98674,,,K1 A 15 E2,LL 277 / 6,,Nederlands,Noot
tg:lhtk:8946,6e7c7df9-8fa0-56b0-b221-1398e9f4fdac,Items,1,tr:lh:7497,197412/14,isad:lh:96923,S 5621 / I (Doos 2),,,,,Nederlands,Noot
tg:lhtk:10865,3312256a-3f6a-592b-84cd-ca1dec2038fa,Items,1,tr:lh:2432,,isad:lh:127188,D 1175 / I (Doos 12),,,,,Nederlands,Noot
tg:lhtk:11777,0eee1751-ed3a-5c50-a32f-b1495a827f19,Items,1,tr:lh:2432,47312/97,isad:lh:127993,D 1175 / I (Doos 6),,,,,Nederlands,Noot
tg:lhtk:9654,a2f21420-e831-5aa6-9f04-ef62f43d47ac,Items,1,tr:lh:1217,,isad:lh:125352,D 89 / I (Map 1),,,,,Nederlands,Noot
tg:lhtk:14575,7cfffca8-8543-516c-905f-46abac92bcc8,Items,1,tr:lh:140310,,isad:lh:175220,,,,ICO-GF-002,,Nederlands,Noot
tg:lhtk:1634,947bbc86-c6eb-584b-b30e-8bf86b9ba8a2,Items,1,tr:lh:2408,47507/4,isad:lh:96969,SC 40 D2,,,,,Nederlands,Noot
tg:lhtk:11327,8690c685-ccc2-501c-81ea-cf13350990f0,Items,1,tr:lh:7337,195162/15,isad:lh:127424,O 393 / Doos 10,,V1 B 75 C6,,,Nederlands,Noot
tg:lhtk:9204,d99fece9-d985-53c0-b46c-87b05c6191e8,Items,1,,220859/2,,DD 306 / I,,,,,Nederlands,Noot
tg:lhtk:14125,45619bb2-8448-5115-aa41-f71830426ad3,Items,1,tr:lh:140212,,,Planex GT / V 15504,,,,,Nederlands,Noot
tg:lhtk:4436,11a2a824-6bed-54e6-af75-389b4a29e33b,Items,1,tr:lh:2689,54053/10,isad:lh:96969,S 535 / I,,,,,Nederlands,Noot
tg:lhtk:10166,68aa47c6-222b-58b5-ad87-59d9d76e8cc3,Items,1,tr:lh:1217,,isad:lh:126032,D 89 / I (Map 6),,,,,Nederlands,Noot
tg:lhtk:4965,8baf5168-b273-513a-9335-4f78d27b5166,Items,1,tr:lh:5448,106971/5,isad:lh:97335,C 3396 / I (doos 3),,,,,Nederlands,Noot
tg:lhtk:10536,57faa85d-ab64-5c9a-bba4-afaba8533a04,Items,1,tr:lh:6878,170041/3,isad:lh:126301,D 89 / I (2),,,,,Nederlands,Noot
tg:lhtk:14826,e0f62249-ad65-5dff-b0e3-c023d2726fd0,Items,1,tr:lh:140310,,isad:lh:175692,,,,ICO-GF-004,,Nederlands,Noot
tg:lhtk:5227,7131417c-e849-5eea-b528-53637c5047e6,Items,1,tr:lh:2593,51296/5,,H 538 / I,,,,,Nederlands,Noot
tg:lhtk:4820,84e138bd-2275-5ad8-bcd1-f98578329f8b,Items,1,tr:lh:5448,106963/3,isad:lh:97335,C 3396 / I (doos 2),,,,,Nederlands,Noot
tg:lhtk:5732,4c5d299e-a0c9-51ec-b2ca-3819d5b0acdf,Items,1,tr:lh:1859,36756/5,,S 9978 / I (Doos 1),"**Publikatie:** Op het omslag van _Pallieter_, jg. 2 nr. 38, 23 september
1923.

**Marges:** Aanwijzingen voor de drukker met potlood",,,,Nederlands,Noot
tg:lhtk:10023,966af203-661a-5a1d-ae0a-c8c7177bfa8e,Items,1,tr:lh:1217,,isad:lh:125820,D 89 / I (Map 3),,,,,Nederlands,Noot
tg:lhtk:14963,525cbd4a-4a96-59c8-8dbe-c673bbb566e3,Items,1,tr:lh:140310,,isad:lh:176384,,,,ICO-GF-008,,Nederlands,Noot
tg:lhtk:10189,4b4da843-f164-51c0-bac0-a8999b6b6bcf,Items,1,tr:lh:7337,195109,isad:lh:98623,O 393 / Doos 6A,,V1 B 75 C6,,,Nederlands,Noot
tg:lhtk:5362,b3ece807-032b-5ebe-b797-f6f03e3e868f,Items,1,tr:lh:5237,103268/7,isad:lh:96903,Planex KP / P 36695,,,,,Nederlands,Noot
tg:lhtk:10473,0ed528c3-3959-5759-b39e-ac868b3a9016,Items,1,tr:lh:6878,170041/2,isad:lh:126302,D 89 / I (2),,,,,Nederlands,Noot
tg:lhtk:10920,fde61090-fd39-5f93-aed3-a71cf7f2f5a3,Items,1,tr:lh:2432,47124/43,isad:lh:127153,D 1175 / I (Doos 9),,,,,Nederlands,Noot
tg:lhtk:8803,60d1279d-14e4-579b-b93e-443a1fb4a776,Items,1,tr:lh:7497,197408/20,isad:lh:96923,S 5621 / I (Doos 2),"De rollen van snollen werden door de actrices Marilou Mermans, Martha de Wachter en Tine Balder vertolkt.",,,,Nederlands,Noot
tg:lhtk:9711,79851037-c9d1-52be-b823-f368daea4f4a,Items,1,tr:lh:1217,,isad:lh:125511,D 89 / I (Map 1),,,,,Nederlands,Noot
tg:lhtk:11632,b99778d0-37eb-5f59-87d0-037b4340ecb8,Items,1,tr:lh:2432,47440/95,isad:lh:127953,D 1175 / I (Doos 4),,,,,Nederlands,Noot
tg:lhtk:11798,057128c2-4b7f-534a-a994-dd33dcc87daf,Items,1,tr:lh:2432,47311/88,isad:lh:127993,D 1175 / I (Doos 6),,,,,Nederlands,Noot
tg:lhtk:14060,571d75e3-45d9-584e-8add-4833ca8a7b27,Items,1,,,isad:lh:161163,,,,D 4813 / 148,,Nederlands,Noot
tg:lhtk:4573,c9a8ee7f-cc3b-50a6-aab7-fc2c1eb9199a,Items,1,tr:lh:5448,106949/1,isad:lh:97335,C 3396 / I (doos 1),,,,,Nederlands,Noot
tg:lhtk:1771,b69a2ead-7121-5625-ae53-171b26fa40d5,Items,1,tr:lh:6203,143768,isad:lh:96998,Planex KP / T 4045,,,,,Nederlands,Noot
tg:lhtk:4089,1ebbe9c7-37d9-5ada-88dd-77e8c8cac65b,Items,1,tr:lh:5626,112862/1e,isad:lh:97035,M 439 / I,,,,,Nederlands,Noot
tg:lhtk:11262,54681bfe-3c1a-5eb2-8e4e-185779b9642f,Items,1,tr:lh:2432,,isad:lh:127286,D 1175 / I (Doos 11),,,,,Nederlands,Noot
tg:lhtk:7076,32828269-11aa-51f0-8df9-ef1815fd3c53,Items,1,tr:lh:4795,95477/1,isad:lh:96934,Planex GT / M 762,"_Bijbehorende tekst van Pol de Mont op een briefomslag_: _Hierin een aantal
versierde hoofdletters uit een schrijfboek van mijn vader, Ivo de Mont, toen,
op 15 of 16-jarigen ouderdom, leerling in een kostschool te Gijsegem_",,,,Nederlands,Noot
tg:lhtk:12767,7384547b-e48f-5837-9831-29a62f769952,Items,1,tr:lh:2397,,isad:lh:128515,,,,GG 311 / 13,,Nederlands,Noot
tg:lhtk:11848,0265d057-26ed-5a69-b147-8905e241afcf,Items,1,tr:lh:2432,47312/23,isad:lh:128076,D 1175 / I (Doos 7),,,,,Nederlands,Noot
tg:lhtk:2274,78555015-aba9-5b22-91b5-0274ed0269d9,Items,1,tr:lh:5492,120298,,Planex KP / L 645,,,,,Nederlands,Noot
tg:lhtk:7426,01abb9a6-daeb-5ecb-b5b3-04e6d2072d0a,Items,1,tr:lh:5300,104420/2,isad:lh:97427,V 444 / I,,,,,Nederlands,Noot
tg:lhtk:8229,87bdff8a-904c-55d3-902e-c0eddfd2377a,Items,1,tr:lh:5867,124622/1,isad:lh:97444,Planex GT / P 27095 (doos 1),"**Publicatie** Koninklijke Nederlandse Schouwburg van Antwerpen, 14-02-1976 (première), de regie was van Luc Phillips en Ketty van de Poel speelde de rol van Marie Gendebien.",,,,Nederlands,Noot
tg:lhtk:12337,b2a580bf-a0ce-5025-9539-11b5338a5443,Items,1,tr:lh:7337,115942/3,isad:lh:128285,O 393 / I,,V1 B 75 C6,,,Nederlands,Noot
tg:lhtk:2624,cd5df865-589a-596a-a587-9d6c4a2dce32,Items,1,,42595,,"Planex GP / IX, 5",Aan achterzijde: Camille Huysmans door F. Brugmans te London 1940-45.,,,,Nederlands,Noot
tg:lhtk:3936,bc89c283-ed1f-5e38-91db-767d400362f5,Items,1,tr:lh:5330,105044/11,isad:lh:97173,M 51648 / I,"Het boek werd in 1937 door uitgeverij """"Het Spectrum"""" uitgegeven, met 117
bladzijden.

Tweede druk werd door de N.V. Vonksteen te Langemark gedrukt

in herfst van 1941, in opdracht van Kunstuitgeverij """"Pro Arte"""", bevatte 116
bladzijden

p. 69, boek van 1941",,,,Nederlands,Noot
tg:lhtk:6667,6afd7b8b-fe3b-5473-bce1-6c2a5299173f,Items,1,,197302,,Planex GT / D 272,,,,,Nederlands,Noot
tg:lhtk:5948,fbdaf478-8477-55f4-9d75-fb1d03fb41b5,Items,1,tr:lh:4131,80251/15,isad:lh:161466,D 4813 / I (Doos 1),Dit ontwerp werd niet gebruikt.,,,,Nederlands,Noot
tg:lhtk:7975,6d4fffcd-8e0d-536c-8cea-4b11675bf3f1,Items,1,tr:lh:131,37137/1,isad:lh:96915,Planex GT / W 213 (doos I),"_Krabbel_ gemaakt tijdens één van de vergaderingen of lezingen van de
_Koninklijke Vlaamse Academie voor Taal- en Letterkunde_. Sommige kunstenaars
noemden deze tekeningen zelf _krabbels_. Zie o.a. het portret van Maurits
Sabbe door Felix Timmermans met een onderschrift van Herman Teirlinck.",,,,Nederlands,Noot
tg:lhtk:9592,631e4875-4ee1-571f-8aa7-ae36b3158871,Items,1,tr:lh:7337,195158 / 10,isad:lh:98624,O 393 / I (Doos 14 XL),,V1 B 75 C6,,,Nederlands,Noot
tg:lhtk:13176,25ed6d81-f42b-53eb-beb3-796d6e5df18d,Items,1,tr:lh:2397,,isad:lh:129981,,,,GG 311 / 29,,Nederlands,Noot
tg:lhtk:197,9d28d4ba-23ad-5959-9c61-53dce7ab03a4,Items,1,tr:lh:3791,72957/1,isad:lh:96908,SC 41 D 2,,,,,Nederlands,Noot
tg:lhtk:3465,a6a7de2b-a67c-59c8-8453-4796e5f6485c,Items,1,tr:lh:6027,133275/18,isad:lh:97224,D 4252 / I,,,,,Nederlands,Noot
tg:lhtk:6237,eb1be0d0-7494-5475-8dbe-185752601530,Items,1,tr:lh:5482,107887/2e,isad:lh:167333,D 4813 / I (Doos 3),"**Publicatie** K.N.S. van Antwerpen van 29-11-1952 tot 04-12-1952. **Marges:** Aanwijzingen met potlood voor de decorbouwer (Lode Ivo), kleine schets voor een kip. **Opmerking:** Ruwe schets voor het decor op de achterkant.",,D 4813 / 386,,Nederlands,Noot
tg:lhtk:14719,c69b8c51-005c-5ee5-a8be-11d4e2fdb58b,Items,1,tr:lh:140310,,isad:lh:175601,,,,ICO-GF-003,,Nederlands,Noot
tg:lhtk:13526,a7352625-fb51-55bf-8c50-9d2ecf990b12,Items,1,tr:lh:9228,134007,isad:lh:144142,,,,,,Nederlands,Noot
tg:lhtk:3035,86f297e5-de6f-5271-b90f-9374cffb27c9,Items,1,tr:lh:3054,60829/31,isad:lh:97185,B 366 / I,,,,,Nederlands,Noot
tg:lhtk:13033,43e643c2-74e5-5150-99a5-2b44d7174342,Items,1,,,isad:lh:128179,G 21795 / I,,,,,Nederlands,Noot
tg:lhtk:3520,c8b5c757-8388-5659-b64d-6a721b75a1ff,Items,1,tr:lh:2011,38599,isad:lh:97009,E 1328 / I,,,,,Nederlands,Noot
tg:lhtk:7830,7bb57783-dedb-5f52-a2ee-ffccf3def8c4,Items,1,tr:lh:2974,60258/52a,isad:lh:97005,V 115 / I,,,,,Nederlands,Noot
tg:lhtk:13463,c3db3ef7-0d6a-5c7e-a93f-5e092cc5a2e2,Items,1,tr:lh:139785,,isad:lh:143201,C 38192 / I,,,,,Nederlands,Noot
tg:lhtk:3170,ee7677a1-2153-5d40-997e-3e903c15573a,Items,1,tr:lh:1164,20230/3,,B 46716 / I,,,,,Nederlands,Noot
tg:lhtk:178,3a9db92e-b359-5493-9dcd-73cc68ca9c3f,Items,1,,54447,,Planex KP / B 1333,,,,,Nederlands,Noot
tg:lhtk:13199,b85bd1c6-3bed-5f6f-a4e6-43fec40e0514,Items,1,tr:lh:2397,,isad:lh:129981,,,,GG 311 / 29,,Nederlands,Noot
tg:lhtk:12622,63bc54cd-761b-515b-8639-34b882a3f156,Items,1,tr:lh:2397,,isad:lh:128458,,,,GG 311 / 4,,Nederlands,Noot
tg:lhtk:2331,399ea40f-9c9f-521e-8852-6aad5c3b715f,Items,1,tr:lh:5237,103267/1,isad:lh:96903,Planex KP / R 64,,,,,Nederlands,Noot
tg:lhtk:7133,75796985-36a2-5c92-8451-3094bb6865e8,Items,1,tr:lh:2059,38711/46,isad:lh:96916,R 1457 / I (Doos 2),Cijfer'2' links boven.,,,,Nederlands,Noot
tg:lhtk:12272,7b327a0a-114a-5676-a919-054f7a3a1696,Items,1,tr:lh:7337,115889/2,isad:lh:128219,O 393 / I,,V1 B 75 C6,,,Nederlands,Noot
tg:lhtk:7099,11507ea7-01b9-56b2-9c2d-1c38faa21d8c,Items,1,tr:lh:4841,106054/3,,Planex GT / M 3036,"**Opvoering:** KNS van Antwerpen, 94ste speeljaar, april 1947

**Regie:** Maurits Balfoort",,,,Nederlands,Noot
tg:lhtk:3873,808147e4-5fb5-548b-b075-358c15b28b0c,Items,1,tr:lh:2444,48113/11,isad:lh:97009,L 2974 / I,"**Publicatie** Delen, Ary, Leclercq, René [ill.], _Dit is iets over de geschiedenis van het poppenspel in Vlaanderen, in't bizonder over den alom vermaarden Antwerpschen Poesje._ Antwerpen: A. de Tavernier, 1916, p. 15.",,,,Nederlands,Noot
tg:lhtk:7563,b6614c0f-4531-50dc-b389-0a202560e4d7,Items,1,tr:lh:5702,109861/21a,isad:lh:100727,P 7385 / I (doos 1),Op achterkant verdere tekening.,,,,Nederlands,Noot
tg:lhtk:12788,cd3eef18-075b-50dd-8961-9161347c0c1d,Items,1,tr:lh:2397,,isad:lh:128514,,,,GG 311 / 12,,Nederlands,Noot
tg:lhtk:9984,f27ca504-a8e1-57f9-b5b7-02712ce3db75,Items,1,tr:lh:1217,,isad:lh:125809,D 89 / I (Map 4),,,,,Nederlands,Noot
tg:lhtk:14871,9dcb70a8-9019-57cb-b7c7-a5d5a9ef3b1f,Items,1,tr:lh:140310,,isad:lh:175915,,,,ICO-GF-005,,Nederlands,Noot
tg:lhtk:5270,bf5882ff-0166-57c9-ad3d-60c902165e37,Items,1,tr:lh:5826,129056/25,,H 538 / I,"**Publikatie:**

Tony: _Ernest Staas. Advokaat_. Antwerpen: De Vries-Brouwers, 1954, p. 90.",,,,Nederlands,Noot
tg:lhtk:4898,4dc8643a-c64f-5a39-a13e-ab5282dd422b,Items,1,tr:lh:5448,106965/19,isad:lh:97335,C 3396 / I (doos 2),,,,,Nederlands,Noot
tg:lhtk:10561,16ab5aaa-2c4a-563d-9fca-9e60a8ec28bc,Items,1,tr:lh:7337,195128/5,isad:lh:126274,O 393 / Doos 7,,V1 B 75 C6,,,Nederlands,Noot
tg:lhtk:4932,0f27de67-5f15-5029-b73d-f3759218f72a,Items,1,tr:lh:5448,106966/15,isad:lh:97335,C 3396 / I (doos 3),,,,,Nederlands,Noot
tg:lhtk:10131,4337437b-5b07-5a00-9999-9ec4fae704c0,Items,1,tr:lh:7337,195088 / 13D,isad:lh:125870,O 393 / I,,V1 B 75 C6,,,Nederlands,Noot
tg:lhtk:10998,388ec45c-a805-56bc-96b6-4496bd235c29,Items,1,tr:lh:2432,47440/258,isad:lh:127162,D 1175 / I (Doos 9),,,,,Nederlands,Noot
tg:lhtk:14172,807450c9-c9d6-596d-b7ae-9516dafc6763,Items,1,tr:lh:140239,,,V 2517 / I Planex GT,,,,,Nederlands,Noot
tg:lhtk:4461,0ef2d7c2-b3ef-5313-acf3-1cc06337abe7,Items,1,,200718/5,,B 7307 / I,,,,,Nederlands,Noot
tg:lhtk:14488,db79cfec-2bb1-5798-940f-540586b56071,Items,1,tr:lh:140310,,isad:lh:175216,,,,ICO-GF-002,,Nederlands,Noot
tg:lhtk:11370,4efdef29-c666-59e3-b7ce-eaeb438f4fd8,Items,1,tr:lh:2432,,isad:lh:127287,D 1175 / I (Doos 11),,,,,Nederlands,Noot
tg:lhtk:14522,68ba273b-ea2f-5dfd-b4cc-66db076450a5,Items,1,tr:lh:140310,,isad:lh:175218,,,,ICO-GF-002,,Nederlands,Noot
tg:lhtk:206,08c7059e-2250-5fa1-832e-fd3fab0d10bb,Items,1,tr:lh:131,37137/3,isad:lh:96915,Planex GT / W 213 (doos I),"_Krabbel_ gemaakt tijdens één van de vergaderingen of lezingen van de
_Koninklijke Vlaamse Academie voor Taal- en Letterkunde_. Sommige kunstenaars
noemden deze tekeningen zelf _krabbels_. Zie o.a. het portret van Maurits
Sabbe door Felix Timmermans met een onderschrift van Herman Teirlinck.",,,,Nederlands,Noot
tg:lhtk:4031,0b7effc5-27fd-574a-b2dd-d5f9989c6597,Items,1,tr:lh:5626,112862/49,isad:lh:97035,M 439 / I,Bladzijde uit schetsboek,,,,Nederlands,Noot
tg:lhtk:10832,7128d1ac-f4b0-561f-82a9-56cf6a0cdc1e,Items,1,tr:lh:2432,,isad:lh:127144,D 1175 / I (Doos 12),,,,,Nederlands,Noot
tg:lhtk:9603,3218df19-f8ec-5396-8cd9-20b376569a69,Items,1,tr:lh:3063,195174 / 88,,O 393 / I (Doos 14XL),,,,,Nederlands,Noot
tg:lhtk:11720,4acd7ce5-e0d3-5541-8a05-fe32e6b11fff,Items,1,tr:lh:2432,,isad:lh:127995,D 1175 / I (Doos 6),,,,,Nederlands,Noot
tg:lhtk:2809,420a31d0-3719-5051-8aed-04482827203f,Items,1,,113584/2,,A 2012 / I,"Bevat 290 p., illustratie op p.125",,,,Nederlands,Noot
tg:lhtk:11235,790d23ab-f72d-5daf-bdda-421c930a693b,Items,1,tr:lh:2432,,isad:lh:127277,D 1175 / I (Doos 10),,,,,Nederlands,Noot
tg:lhtk:13208,c319597c-5c5c-5c0c-a25a-9d69e777a522,Items,1,tr:lh:5399,197496/7,isad:lh:130147,,,,,,Nederlands,Noot
tg:lhtk:14037,03cf3b31-a6f3-55f3-99e7-2d6719251f8d,Items,1,,,isad:lh:161163,,,,D 4813 / 127,,Nederlands,Noot
tg:lhtk:6519,022b70f6-fbbc-54f1-9342-630bbf138442,Items,1,tr:lh:3054,60829/94a,isad:lh:97185,Planex GT / B 366,"Op de achterkant van de kaft van: Förster, Ernst, _Denkmale Deutscher
Baukunst, Bildnerei und Malerei von Einführung des Christenthums bis auf die
neueste Zeit._ Leipzig: T.O. Weigel, 1862, 192. und 193. Lieferung.
(achterkant van 6520i)",,,,Nederlands,Noot
tg:lhtk:10977,0ea6c7a6-6011-5a57-92ac-a51c55ccf714,Items,1,tr:lh:2432,47124/12,isad:lh:127158,D 1175 / I (Doos 9),,,,,Nederlands,Noot
tg:lhtk:11665,9006787c-6ce3-5a0d-8034-d5287aa6ef40,Items,1,tr:lh:2432,47440/370,isad:lh:127955,D 1175 / I (Doos 4),,,,,Nederlands,Noot
tg:lhtk:9746,164868d9-54a3-5f7b-97a3-3d6e8506b0ee,Items,1,tr:lh:4976,98751 / 5,isad:lh:125551,O 393 / I,,,,,Nederlands,Noot
