brocade.id,ResourceID,card,order,Acquisition Note,Location Number,Registration Number value,Archive Note,adm.note,Serial Number,adm.note.language,adm.note.type
tg:lhps:57300,2fa7066e-649e-5642-9a7c-7f5588952a08,Items,1,,V 7576 / A,,isad:lh:119731,,,Nederlands,remarks
tg:lhps:36613,4fa754f9-7821-5f9a-b681-394bfb429cd4,Items,1,,AV.5866,225272/1767,isad:lh:92876,,,Nederlands,remarks
tg:lhps:60073,3ddd6d0c-0296-5aae-be09-394117b0a367,Items,1,tr:lh:110342,M 9679 / A,,,,,Nederlands,remarks
tg:lhps:5460,c71e9360-a46f-566f-80c1-635216f21b57,Items,1,tr:lh:7019,M 935 / A,180599,,,,Nederlands,remarks
tg:lhps:5460,c71e9360-a46f-566f-80c1-635216f21b57,Items,2,tr:lh:9999,"M 935 (Pl. X, 357)",300035/357,isad:lh:97845,opgekleefd op doek,,Nederlands,remarks
tg:lhps:60589,81946e3e-a36c-5d71-988b-cf9f045f18bc,Items,1,,O 33745 / A,,,,,Nederlands,remarks
tg:lhps:18741,66337108-f578-5fae-826d-8661743d26a3,Items,1,,CC 12 / A,215037/87a,,,,Nederlands,remarks
tg:lhps:33411,31a07750-005b-5e9c-9a77-101fe500ebe7,Items,1,,AV.14.6.1247,225272/1310,isad:lh:92873,,,Nederlands,remarks
tg:lhps:1970,21f3739b-bf0e-5b7d-88cb-514bb9230b7a,Items,1,,E 4152 / A,238284,,,,Nederlands,remarks
tg:lhps:52102,2a8d83cd-bc41-52c4-8af1-75e0617ec877,Items,1,tr:lh:110437,S 2143 / A,,,,,Nederlands,remarks
tg:lhps:19853,6517f698-4a2d-50e7-ab4e-164598883975,Items,1,,E 288 / A,215053/11,,,,Nederlands,remarks
tg:lhps:27002,f7613b2b-d46c-5cb3-b70d-736cc2a82cb2,Items,1,tr:lh:7875,O 3369 / A (CM2929),225212/3927,isad:lh:92200,,,Nederlands,remarks
tg:lhps:8252,ebfbc728-bef0-59e5-9d26-d112da168b1b,Items,1,,"V 758 / A (LK IV,3)",236287,,,,Nederlands,remarks
tg:lhps:15489,fbb64d2a-ffe4-59cc-b50f-5067bf3e7e67,Items,1,tr:lh:7634,M 25585 / A,212265,,,,Nederlands,remarks
tg:lhps:46511,561a7b63-fdc0-562f-b816-bca408fbdf37,Items,1,tr:lh:30822,PP 210 / A (CA 860),300042/134,isad:lh:98631,,,Nederlands,remarks
tg:lhps:10371,fc372b95-d7cd-53d6-8401-b00a5e8cfb6c,Items,1,tr:lh:7284,O 33745 / A,185327,,,,Nederlands,remarks
tg:lhps:23041,167e10d2-5df0-5df7-bfc0-7352a0de726c,Items,1,,K 9859 / A,225235,,,,Nederlands,remarks
tg:lhps:23041,167e10d2-5df0-5df7-bfc0-7352a0de726c,Items,2,,T 196775 / A,225235,,,,Nederlands,remarks
tg:lhps:24784,12434a7c-96b6-5dbd-8e3f-87aa3060aad6,Items,1,,M 51 / A,225255/24,,,,Nederlands,remarks
tg:lhps:25896,feb02543-9ad7-5d76-b2bb-d1948e2ab513,Items,1,,MM 70 / A,225255/537,,,,Nederlands,remarks
tg:lhps:416,d8350e05-b09d-5f76-bc47-d18e9d5512ef,Items,1,,A 357 / A,236689,,,,Nederlands,remarks
tg:lhps:42552,b9e2b8bd-f4bf-5a2e-b9ea-fda92e2e436f,Items,1,,BB 57 / A,225279/326,,,,Nederlands,remarks
tg:lhps:14332,aa69b651-012f-5bb2-bc11-6e9b029bf440,Items,1,tr:lh:7632,"AA 29 / A (LK IV,7)",214772,,,,Nederlands,remarks
tg:lhps:14332,aa69b651-012f-5bb2-bc11-6e9b029bf440,Items,2,,"AA 29 / A (LK IV,7)",216335,,,,Nederlands,remarks
tg:lhps:45297,3f34a84c-e2f6-5c08-9eb3-7a2bc7242a9a,Items,1,,H 890 / A,225289/362,,,,Nederlands,remarks
tg:lhps:4621,d0150724-0a32-5f8d-a500-6e32ee17c32c,Items,1,,S 4685 / A,237612,,,,Nederlands,remarks
tg:lhps:30397,4f40a5f9-8f57-501f-a824-3fe04a780393,Items,1,tr:lh:9936,S 282 / A (CS 4),225267/7,isad:lh:92208,,,Nederlands,remarks
tg:lhps:61232,378d2a33-3469-5218-a48c-09f0c989965d,Items,1,,V 2503 / A,,,,,Nederlands,remarks
tg:lhps:50996,f68d3391-d065-533d-8076-e4d5bfd8d304,Items,1,,SS 196 / A,225294/376,,,,Nederlands,remarks
tg:lhps:51684,861a5e77-b6be-585f-a64d-61e6ac637b9a,Items,1,,T 16123 / A,225295/71,,,,Nederlands,remarks
tg:lhps:5933,d7c37ee7-fb8a-53df-8bc8-de1a35f68822,Items,1,,"NN 21 / A (LK III,8)",150671/2,,,,Nederlands,remarks
tg:lhps:5933,d7c37ee7-fb8a-53df-8bc8-de1a35f68822,Items,2,,"NN 21 / A (LK III,8)",238866,,,,Nederlands,remarks
tg:lhps:56141,435c465a-ea5e-5c91-882d-d6be7cf1c9be,Items,1,,M 9338 / A,,,,,Nederlands,remarks
tg:lhps:33942,efab7a7e-aa9e-5238-b8c8-0d7620fb9908,Items,1,,AV.38.5.10.150,225272/2209,isad:lh:92750,,,Nederlands,remarks
tg:lhps:54486,1205f2ba-ea38-5c60-b9ed-06b5e7ff8052,Items,1,tr:lh:110342,V 12 / A,,,,,Nederlands,remarks
tg:lhps:53343,77082bc8-3a2c-562c-a8d5-b4a15c6a067a,Items,1,tr:lh:110342,A 389 / A,,,,,Nederlands,remarks
tg:lhps:1423,ac4ebc92-9c25-563c-9809-5ec9772938d8,Items,1,,C 34 / A (GF),134040,,,,Nederlands,remarks
tg:lhps:19500,fe731b3f-d915-59ba-a057-50e3434854a0,Items,1,,D 8755 / A,215050/18,,,,Nederlands,remarks
tg:lhps:32650,2407c221-b1cf-54f6-8a41-804e04ec4d9a,Items,1,,"AV.14.6.547 (LK VII,8)",225272/547,isad:lh:92873,,,Nederlands,remarks
tg:lhps:47750,937f6ede-c15e-59dd-b1e7-b1d7ac21d52c,Items,1,,M 9352 / A,225292/14,,,,Nederlands,remarks
tg:lhps:9013,fdbf7c16-ee7e-5791-817e-9e5e899eaf2e,Items,1,tr:lh:6180,T 376525 / A,143369,isad:lh:92448,,,Nederlands,remarks
tg:lhps:9013,fdbf7c16-ee7e-5791-817e-9e5e899eaf2e,Items,2,tr:lh:7316,T 376525 / A,184056,,,,Nederlands,remarks
tg:lhps:40095,505bf0af-1066-5867-b4f2-d44bc6f1cc06,Items,1,,V 3285 / A,225271/161,,,,Nederlands,remarks
tg:lhps:26243,7910cf61-9a6b-5864-967b-f4140a5e6a37,Items,1,tr:lh:7875,O 3369 / A (CM2392),225212/3390,isad:lh:92200,,,Nederlands,remarks
tg:lhps:21586,19eb6fd5-4479-5e06-a724-762a79eb5eae,Items,1,,J 2565 / A,215099/122,,,,Nederlands,remarks
tg:lhps:46842,718d03c1-fede-52ba-937c-425d7108a72d,Items,1,tr:lh:97955,"BB 112 / A (LK IV,6)",,,,,Nederlands,remarks
tg:lhps:14762,9d89d848-240a-5825-b9b4-c88c27bb2b8c,Items,1,,"AA 5 / A (LK XI,5)",215285/1,,,,Nederlands,remarks
tg:lhps:14762,9d89d848-240a-5825-b9b4-c88c27bb2b8c,Items,2,,H 9558 / A,215285/1,,,,Nederlands,remarks
tg:lhps:42102,d6c36ca5-64f6-5004-bf52-4c0ab8677fe8,Items,1,,P 568 / A,225277/22,,,,Nederlands,remarks
tg:lhps:23411,5676d338-5259-5ebb-ba01-254d22cb47be,Items,1,tr:lh:7875,O 3369 / A (CM647),225212/1644,isad:lh:92200,,,Nederlands,remarks
tg:lhps:15870,c4f17d91-d727-501f-9ec8-5120206cd23e,Items,1,tr:lh:7634,A 3897 / A,212655,,,,Nederlands,remarks
tg:lhps:60970,6e2c12f0-8a2b-506b-aebf-6a5f6060b147,Items,1,,"O 33745 / A (LK X,8)",,,,,Nederlands,remarks
tg:lhps:56511,922b4ab3-1c6f-5bed-9a71-1a19019a0260,Items,1,,V 37789 / A,,,,,Nederlands,remarks
tg:lhps:4271,8b7f5b35-47d7-5c35-a22c-afb4f2a55829,Items,1,,S 4685 / A,237421,,,,Nederlands,remarks
tg:lhps:1589,1905d1e4-a50c-538f-9d6a-6f859cce2033,Items,1,,N 261 / A,238994/1,,,,Nederlands,remarks
tg:lhps:61662,01a4df57-5363-5213-be22-50f50f136619,Items,1,,M 366 / A,,,,,Nederlands,remarks
tg:lhps:1073,abb11873-0e9a-5dc6-b0ba-df2316ba903c,Items,1,tr:lh:7019,C 2623 / A,181391,,,,Nederlands,remarks
tg:lhps:52801,c1eb92a0-e50d-5fc1-b988-1d43f8773599,Items,1,,T 196 / A,,,,,Nederlands,remarks
tg:lhps:61398,f3019cfb-5c90-5fd7-8171-5fd16d10da95,Items,1,tr:lh:97975,OO 8 / A,,isad:lh:163930,,,Nederlands,remarks
tg:lhps:32200,54bb90a4-3a19-51b4-b3bd-17553025c495,Items,1,,"AV.14.6.129 (LK VII,2)",225272/129,isad:lh:92873,,,Nederlands,remarks
tg:lhps:19150,6d421773-97c6-5fae-9290-96b3db98d2ed,Items,1,,D 295 / A,215046/7,,,,Nederlands,remarks
tg:lhps:53713,1f540edf-b326-5f81-a9c0-0ce4c0d21c90,Items,1,tr:lh:110342,SS 226 / A,225298/4,,,,Nederlands,remarks
tg:lhps:5899,3f949dae-5207-5cdb-a291-6a7d81f520d5,Items,1,,T 37654 / A (LH.331),233848,,,,Nederlands,remarks
tg:lhps:26613,1b6e117b-7ca4-59b4-8c40-5385892d37f7,Items,1,tr:lh:7875,O 3369 / A (CM2636),225212/3634,isad:lh:92200,,,Nederlands,remarks
tg:lhps:14298,70b2ff8f-50ab-5622-994f-785d5e77601e,Items,1,tr:lh:7879,"JJ 23 / A (LK XI,2)",214527/31,isad:lh:114134,,,Nederlands,remarks
tg:lhps:11560,f0a454ca-9fec-5921-ae27-bdcbd9e43052,Items,1,,"S 626525 / A (LK V,6)",200382/252,,,,Nederlands,remarks
tg:lhps:47300,c65ec554-d54a-584d-8052-e59226b9d286,Items,1,,M 9324 / A,216829/51,,,,Nederlands,remarks
tg:lhps:9443,63b901f5-c221-5a4c-8ada-c24bdcd26269,Items,1,,P 314 / A,61079,,,,Nederlands,remarks
tg:lhps:27901,8a76f2d1-0cf7-5f4a-8327-bcabe6171677,Items,1,tr:lh:9939,PP 210 / A (CA89),225259/11,isad:lh:170201,,,Nederlands,remarks
tg:lhps:1264,0766744c-6dc7-5c5d-8ff2-721823f02550,Items,1,,C 338675 / A,239237,,,,Nederlands,remarks
tg:lhps:32017,83dbd405-2b1a-5159-a1d8-0fd5e2078fd6,Items,1,,U 657 / A,225271/63,,,,Nederlands,remarks
tg:lhps:3259,2cd5cd9e-2ce9-5727-aa90-46dcf073e9c5,Items,1,,H 6286 / A,239299/1,,,,Nederlands,remarks
tg:lhps:19347,fd3697e3-8c40-5af4-ada8-ca346d276fd1,Items,1,,M 9363 / A,215047/83,,,,Nederlands,remarks
tg:lhps:19347,fd3697e3-8c40-5af4-ada8-ca346d276fd1,Items,2,,M 9363 / A,216829/233,,,,Nederlands,remarks
tg:lhps:51539,0cb6f1e6-17d6-55db-a344-dca5c74d9bf2,Items,1,tr:lh:110437,CC 147 / A,,,,,Nederlands,remarks
tg:lhps:53504,57663bfa-5ae9-556a-b5fb-573a1a611de2,Items,1,,K 1612 / A,,,KOPIE,,Nederlands,remarks
tg:lhps:12858,64b69f87-bb26-548d-a117-7dc9dafa5b9c,Items,1,tr:lh:7632,D 315 / A,213447,,,,Nederlands,remarks
tg:lhps:8946,e52e0c34-06a8-55a2-8d8a-56371a23db68,Items,1,tr:lh:7315,T 376525 / A,183990,,,,Nederlands,remarks
tg:lhps:26404,760fb798-baf1-5ed0-935d-3cd8998a027c,Items,1,,O 265 / A,225256/40,,,,Nederlands,remarks
tg:lhps:59109,99303c9c-6575-5c44-9d40-01463585e088,Items,1,tr:lh:110342,SS 226 / A,,,,,Nederlands,remarks
tg:lhps:24439,a236c1f0-080c-55d9-9650-3c9458992895,Items,1,tr:lh:7875,O 3369 / A (CM1431),225212/2428,isad:lh:92200,,,Nederlands,remarks
tg:lhps:10865,f06c1b75-c445-569f-a662-2a5b66c33d02,Items,1,tr:lh:7282,J 3368 / A,185742,,,,Nederlands,remarks
tg:lhps:47117,513acbe5-e8f2-5f22-a8e9-b4076f51f7b4,Items,1,,ZZ 10 / A,225291/360,,,,Nederlands,remarks
tg:lhps:11777,30d5cf62-2f8e-572d-90b9-1fa88c50af1b,Items,1,,L 9 / A,200382/497,,,,Nederlands,remarks
tg:lhps:11777,30d5cf62-2f8e-572d-90b9-1fa88c50af1b,Items,2,tr:lh:7875,,225212/417,,,,Nederlands,remarks
tg:lhps:9654,b4737d70-af12-5b45-aa80-66182d5090f8,Items,1,tr:lh:7317,"S 4685 / A (LK IV,9)",184625,isad:lh:132104,,,Nederlands,remarks
tg:lhps:20929,fef3f73c-12a6-533f-838b-a7f3eaaf8556,Items,1,,H 5168 / A,215087/19,,,,Nederlands,remarks
tg:lhps:251,ef5db454-bc41-5f9c-98e1-6bbecb0a11aa,Items,1,,A 357 / A,236528,,,,Nederlands,remarks
tg:lhps:42315,f6edcf00-8198-5416-bbce-70d860b3040b,Items,1,,B 55115 / A,225279/149,,,,Nederlands,remarks
tg:lhps:14575,bee07c0b-e6de-5af4-bf94-231d6c7dd144,Items,1,,B 906 / A,236939,,,,Nederlands,remarks
tg:lhps:40328,cdf0d1b6-2fe4-52ed-8c72-43ea57f906ea,Items,1,tr:lh:7139,V 37668 / A,178190,isad:lh:92737,,,Nederlands,remarks
tg:lhps:16548,ce3f2443-10c8-5c19-ad12-ceb90a830e0b,Items,1,,B 7152 / A,216369,,,,Nederlands,remarks
tg:lhps:22914,1978b384-ceed-509e-ac2e-fb9f358c3979,Items,1,,K 976 / A,225231/49,,,,Nederlands,remarks
tg:lhps:23606,e1c8bc92-bc37-5912-8322-f25cc562cad1,Items,1,tr:lh:7875,O 3369 / A (CM768),225212/1765,isad:lh:92200,,,Nederlands,remarks
tg:lhps:56706,04444d19-be1b-5b6f-88b6-8dc3897edf53,Items,1,,O 33735 / A,,isad:lh:131344,,,Nederlands,remarks
tg:lhps:48718,8e93b01a-74f0-5dde-8544-418f4023e001,Items,1,tr:lh:4813,N 477 / A,96722/13,,,,Nederlands,remarks
tg:lhps:35228,95c54c09-0921-5f3f-9481-e137de46adb6,Items,1,,AV.93.2.30,225272/2567,isad:lh:92220,,,Nederlands,remarks
tg:lhps:4066,4c02b980-8e0b-5af4-ba3a-a141e758415b,Items,1,tr:lh:7019,M 9364 / A,181109,,,,Nederlands,remarks
tg:lhps:57814,bf44f542-2562-53d1-a2e9-625ea560219b,Items,1,,F 221 / A,,isad:lh:136084,Uit F 221 / 10,,Nederlands,remarks
tg:lhps:55829,f8f13794-ec9b-5062-ab21-b7bfadf809ab,Items,1,,T 19657 / A,,,,,Nederlands,remarks
tg:lhps:61475,0d52786a-90ee-551e-86c2-5976693dfa3d,Items,1,tr:lh:97975,"K 3182 / A (LK X,5)",,isad:lh:163930,,,Nederlands,remarks
tg:lhps:51169,e113d712-f674-574d-97df-1cbd94128e0a,Items,1,,SS 284 / A,225294/432,,,,Nederlands,remarks
tg:lhps:54691,074756a9-8e1c-5fd5-a1b5-0c3d2714c045,Items,1,,T 376525 / A,216829/282,,,,Nederlands,remarks
tg:lhps:18805,f3390b1f-9260-5d4b-b49e-53f35c209e58,Items,1,,K 711 / A,215034/130,,,,Nederlands,remarks
tg:lhps:53154,431804d4-3606-5859-a2c5-701efa4fd436,Items,1,tr:lh:110342,A 389 / A,,,,,Nederlands,remarks
tg:lhps:1634,393a7279-7443-51f8-90ea-22f1414fb6a9,Items,1,tr:lh:7019,S 294 / A,182012,,,,Nederlands,remarks
tg:lhps:35382,926c7b1d-0551-5346-ab92-4286e023f620,Items,1,,AV.93.2.183,225272/2710,isad:lh:92220,,,Nederlands,remarks
tg:lhps:19717,9bfa3b75-2d88-5beb-a2dc-63e5d9eb7cfa,Items,1,tr:lh:9938,BB 261 / A,225045/160,isad:lh:92227,,,Nederlands,remarks
tg:lhps:3609,0622d137-67b3-5ab1-aabf-805a05c3ea7c,Items,1,,C 20401 / A,239926,,,,Nederlands,remarks
tg:lhps:32447,5d94687d-c04b-5461-b347-665545bc030a,Items,1,,"AV.14.6.355 (LK VII,5)",225272/335,isad:lh:92873,,,Nederlands,remarks
tg:lhps:55983,c22e8be5-0489-5094-a278-384fceed9c29,Items,1,tr:lh:128714,LL 169 / A,,isad:lh:129857,,,Nederlands,remarks
tg:lhps:20883,82c77cc2-725a-54d5-b019-823d1adee760,Items,1,,H 398 / A,215086/28,,,,Nederlands,remarks
tg:lhps:11327,01684ef0-d631-5957-89b5-561192ef67e0,Items,1,tr:lh:7722,"GG 149 / A (LK V,5)",200432/01,isad:lh:92211,,,Nederlands,remarks
tg:lhps:9204,40f9f093-50c1-56a9-9882-edb86374e7c7,Items,1,tr:lh:7316,S 4685 / A,184232,,,,Nederlands,remarks
tg:lhps:40282,0118cc97-6192-5f8b-b914-5d08a51d4d86,Items,1,,V 371 / A,225271/314,,,,Nederlands,remarks
tg:lhps:40282,0118cc97-6192-5f8b-b914-5d08a51d4d86,Items,2,,T 102,225271/314,,,,Nederlands,remarks
tg:lhps:26054,bf57971f-2f4f-5d1b-97d7-0e24f7930ad9,Items,1,tr:lh:7875,O 3369 / A (CM2286),225212/3284,isad:lh:92200,,,Nederlands,remarks
tg:lhps:24069,471a8487-fa6f-5c4e-b838-a8219c7d2c8f,Items,1,tr:lh:7875,O 3369 / A (CM1081),225212/2078,isad:lh:92200,,,Nederlands,remarks
tg:lhps:59559,c0590d2a-56bb-58b7-a522-806b85b9141f,Items,1,tr:lh:110342,SS 54 / A,,,,,Nederlands,remarks
tg:lhps:21791,5a4e838d-6a50-545a-a011-36bde29358f8,Items,1,tr:lh:7875,SS 150 / A,225212/518,isad:lh:92200,,,Nederlands,remarks
tg:lhps:23256,ba2ae9e4-2a01-539a-8b52-442d54c8e22d,Items,1,tr:lh:7875,O 3369 / A (CM 511),225212/1508,isad:lh:92200,,,Nederlands,remarks
tg:lhps:24593,cf8d589a-bbb4-5d7a-a1a6-77d9b38f9537,Items,1,,M 2535 / A,225254/15,,,,Nederlands,remarks
tg:lhps:43857,222b3576-153d-5fa5-95cf-1368d5903f33,Items,1,,E 4152 / A,225286/91,,,,Nederlands,remarks
tg:lhps:14125,7cd7b7c3-fc48-54c9-ad4e-2a005d4d1bec,Items,1,tr:lh:7632,D 9935 / A,214598,,,,Nederlands,remarks
tg:lhps:42745,24b5e30c-8cc3-592a-a84d-e6de2f120ada,Items,1,,C 20385 / A,225279/442,,,,Nederlands,remarks
tg:lhps:601,d6bfbc02-acfc-54f4-86b3-563eaee1b657,Items,1,tr:lh:7019,B 1195 / A,182727,,,,Nederlands,remarks
tg:lhps:16118,a9ae8dbf-2d41-5305-9eed-3e0bf4ea8b00,Items,1,,B 18237 / A,215941,,,,Nederlands,remarks
tg:lhps:40778,de5b07ec-0271-5b2d-9184-48c099363e28,Items,1,,V 75425 / A,225273/99,,,,Nederlands,remarks
tg:lhps:45080,728c84e9-04c5-55ba-9dc1-f1835e4090db,Items,1,,GG 274 / A,225289/219,,,,Nederlands,remarks
tg:lhps:4436,8881b986-4e33-571b-a7a7-4bbde25014dc,Items,1,,S 4685 / A,237623,,,,Nederlands,remarks
tg:lhps:63018,8a3dc828-711c-574e-bc6f-598fab48173b,Items,1,tr:lh:140424,MM 190 / A,,,,,Nederlands,remarks
tg:lhps:35678,a03fbce2-c34a-5460-a61b-ac31fb4e4047,Items,1,,AV.93.9.141,225272/2867,isad:lh:92220,,,Nederlands,remarks
tg:lhps:35678,a03fbce2-c34a-5460-a61b-ac31fb4e4047,Items,2,tr:lh:7875,M 936853 / A,225212/440,,,,Nederlands,remarks
tg:lhps:48348,818ba84c-476b-580e-90f2-60f95f25eddd,Items,1,,MM 42 / A,225292/515,,,,Nederlands,remarks
tg:lhps:30180,badc3aac-1a61-5cdb-8f0d-6cae0e73c859,Items,1,tr:lh:9940,PP 210 / A (CA 345),225265/162,isad:lh:170202,,,Nederlands,remarks
tg:lhps:28949,f4938fbc-9a46-526d-ad41-d10e2a8ce60e,Items,1,,P 428 / A,225262/139,,,,Nederlands,remarks
tg:lhps:61025,3d22dccd-0c68-57ab-9027-497d12e7e35a,Items,1,,G 1195 / A,,,,,Nederlands,remarks
tg:lhps:51493,e4bdbfd9-7920-5572-8abc-4d6884473b3b,Items,1,tr:lh:110437,V 2563 / A,,,,,Nederlands,remarks
tg:lhps:56356,2097ff5a-5c68-54d5-bbf7-b949d8ae008b,Items,1,,T 37732 / A,,,,,Nederlands,remarks
tg:lhps:18556,4864727a-8555-5179-bbf9-1aa9c9c92d6d,Items,1,tr:lh:5881,C 3443 / A,126228,isad:lh:92719,,,Nederlands,remarks
tg:lhps:18556,4864727a-8555-5179-bbf9-1aa9c9c92d6d,Items,2,tr:lh:5881,P 62673 / A,126228,isad:lh:92719,,,Nederlands,remarks
tg:lhps:18556,4864727a-8555-5179-bbf9-1aa9c9c92d6d,Items,3,tr:lh:5881,S 9657 / A,126228,isad:lh:92719,,,Nederlands,remarks
tg:lhps:18556,4864727a-8555-5179-bbf9-1aa9c9c92d6d,Items,4,,H 7557 / A,,,,,Nederlands,remarks
tg:lhps:33606,c9a9c195-c46d-5666-abc9-6e98e198b20c,Items,1,,AV.14.6.1436,225272/1502,isad:lh:92873,,,Nederlands,remarks
tg:lhps:30929,828f2005-849d-5ba8-992a-80756304ee07,Items,1,,S 8215 / A,225263/851,,,,Nederlands,remarks
tg:lhps:52315,07d573e4-c206-58a2-9ac2-656f0a4b7f0b,Items,1,tr:lh:110342,M 9679 / A,,,,,Nederlands,remarks
tg:lhps:50328,d81f28fd-a99b-51fa-a1a1-9cd806aec0d9,Items,1,,R 9452 / A,225294/76,,,,Nederlands,remarks
tg:lhps:32914,b505f58f-a8b2-5785-9c98-8177ac81402b,Items,1,,"AV.14.6.792 (LK VIII,3)",225272/792,isad:lh:92873,,,Nederlands,remarks
tg:lhps:25228,a3b5e4bf-b44f-5e98-a3eb-25dab48ce0d2,Items,1,,M 762 / A,225255/163,,,,Nederlands,remarks
tg:lhps:58718,250b16dd-f4f1-5d61-aa37-2a6b7817bb6d,Items,1,,F 221 / A,,isad:lh:137776,Uit F 221 / 19,,Nederlands,remarks
tg:lhps:47814,36893318-2659-5974-8cdf-709880e3432d,Items,1,,M 9352 / A,225292/38,,,,Nederlands,remarks
tg:lhps:45829,539bcb22-37e5-5776-85dd-04da34d8f92a,Items,1,tr:lh:30802,PP 210 / A (CA 424),225290/70,isad:lh:98629,,,Nederlands,remarks
tg:lhps:27215,70a28e1e-62f7-5b35-997e-c22a23f4b5e9,Items,1,tr:lh:7875,O 3369 / A (CM3141),225212/4139,isad:lh:92200,,,Nederlands,remarks
tg:lhps:8045,83d05878-e2cb-52ab-bcb9-f397baaa4621,Items,1,tr:lh:9794,"C 33867 / A (V,9)",43497/129,,,,Nederlands,remarks
tg:lhps:10166,bb0402f4-e3e4-5da8-91d3-89243d181cee,Items,1,tr:lh:7284,O 3374 / A,185135,,,,Nederlands,remarks
tg:lhps:46706,d50f3746-ad5e-5d09-9808-305d6e672545,Items,1,,LL 169 / A,225291/157,,,,Nederlands,remarks
tg:lhps:17359,8f34822b-15da-52d1-a4aa-777f88b911f2,Items,1,,M 93655 / A,200382/84,isad:lh:92204,,,Nederlands,remarks
tg:lhps:17359,8f34822b-15da-52d1-a4aa-777f88b911f2,Items,2,,M 93655 / A,217033,isad:lh:92204,,,Nederlands,remarks
tg:lhps:17359,8f34822b-15da-52d1-a4aa-777f88b911f2,Items,3,tr:lh:9937,V 75457 / A (VM948),225261/948,isad:lh:92204,,,Nederlands,remarks
tg:lhps:41539,d85bb9c5-6c63-5c9a-ab6b-e18c602711b1,Items,1,tr:lh:7875,A 3375 / A,225212/931,isad:lh:92200,,,Nederlands,remarks
tg:lhps:15364,5fd43c3d-03dd-59d3-b686-c02b9f6489a6,Items,1,,NN 21 / A,215820/a,,,,Nederlands,remarks
tg:lhps:15364,5fd43c3d-03dd-59d3-b686-c02b9f6489a6,Items,2,,NN 21 / A,216829/1,,,,Nederlands,remarks
tg:lhps:43504,8c453ecc-ed69-5e35-a801-bf75f6ff6f11,Items,1,,D 425 / A,225284/180,,,,Nederlands,remarks
tg:lhps:22017,aade1918-dd6c-527c-8c4f-fd3482fd4ee3,Items,1,,K 1588 / A,225222/24,,,,Nederlands,remarks
tg:lhps:4965,b43fefc8-0fd8-562d-b7ff-befd1ed664b6,Items,1,,P 19597 / A (LH.249),236027,,,,Nederlands,remarks
tg:lhps:57117,3f78ecd7-ef70-5d79-8f36-b29991c41b9a,Items,1,tr:lh:128764,TT 63 / A,,,,,Nederlands,remarks
tg:lhps:6958,18ce9d0b-8835-5e2e-be20-4db0a213c487,Items,1,tr:lh:7890,S 4583 / A,237307,isad:lh:92232,,,Nederlands,remarks
tg:lhps:60264,010e9e17-f3c0-5048-9c36-9a147d3d35d7,Items,1,tr:lh:110342,ZZ 30 / A,,,,,Nederlands,remarks
tg:lhps:62259,ff180a88-1e9b-559b-8bb6-52c676b21de2,Items,1,tr:lh:140367,VV 60 / A,,isad:lh:134182,,,Nederlands,remarks
tg:lhps:5677,5ebaa464-22f2-5d65-a04c-666910d1db3a,Items,1,tr:lh:7019,M 934795 / A,180714,,,,Nederlands,remarks
tg:lhps:34439,fd226633-e4a6-5469-b56d-4d6e7fe0bc1a,Items,1,,AV.38.5.10.572,225272/2409,isad:lh:92750,,,Nederlands,remarks
tg:lhps:49109,70508816-b020-5761-86b5-b482049e4f01,Items,1,,OO 47 / A,225293/387,,,,Nederlands,remarks
tg:lhps:52745,64c30b42-855d-5f68-95f2-7bb4ab944b5b,Items,1,,SS 225 / A,,,,,Nederlands,remarks
tg:lhps:50778,a61da624-e2e8-55d6-9953-7f7e9621d121,Items,1,,SS 26 / A,225294/307,,,,Nederlands,remarks
tg:lhps:55080,8cfca6f0-35a6-51fc-a016-32a83cc3e42f,Items,1,tr:lh:110342,C 14155 / A,,,,,Nederlands,remarks
tg:lhps:33256,92d7c4ef-df77-5eaa-9b85-e047371879d7,Items,1,,"Planex GP / X,10",225272/1163,isad:lh:92873,Oud plaatsingsnummer: AV.14.6.1102,,Nederlands,remarks
tg:lhps:2018,38e45973-5d1e-5bfb-85b5-73a86f26a847,Items,1,,E 4152 / A,238399,,,,Nederlands,remarks
tg:lhps:18106,70f285ea-009d-552d-80e6-58f656ca15b2,Items,1,,C 23 / A,225125,,,,Nederlands,remarks
tg:lhps:53857,395de67e-17f9-531f-964c-0a2e59e7dae2,Items,1,tr:lh:110342,B 18237 / A,225298/116,,,,Nederlands,remarks
tg:lhps:8415,0435574b-baf8-5077-b31f-aabc37b0fb00,Items,1,,W 684 / A,239658,,,,Nederlands,remarks
tg:lhps:26957,ec33483b-d8ee-50d3-9055-050c1d1ba8dd,Items,1,tr:lh:7875,O 3369 / A (CM2884),225212/3882,isad:lh:92200,,,Nederlands,remarks
tg:lhps:41493,dd92f139-aed1-5fcd-84a0-22086cebf7f7,Items,1,,A 1811 / A,225276/33,,,,Nederlands,remarks
tg:lhps:46356,9f185e13-772b-5cec-8ccd-cde0ea2f5ad2,Items,1,,KK 224 / A,225291/46,,,,Nederlands,remarks
tg:lhps:10536,d98cd4f2-15a5-5d5d-b17a-6f85a9c90bd6,Items,1,tr:lh:7284,TT 93 / A,185482,,,,Nederlands,remarks
tg:lhps:58348,e2ec127b-ecbe-5f17-a621-fa60c0cb83c6,Items,1,tr:lh:139765,VV 97 / A,,isad:lh:140015,,,Nederlands,remarks
